report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,9416900000.0,1568000000.0,1186300000.0,9416900000.0,2967200000.0,2080700000.0,240200000.0,27300000.0,3576600000.0,347000000.0,188700000.0,98400000.0,120500000.0,2.39,78900000.0,633500000.0,204400000.0,186900000.0,429100000.0,2320900000.0,2.39,533900000.0,0.06359530870854678,0.020038441525342735,0.05275960409327294,0.09701951574120674,0.036848644458367406,0.06561903141014731,0.119974277246547,0.1492758485712688,0.7821852251280669,1.3217567225828206,,,,,,,,,,
2011-12-31,9983200000.0,1803300000.0,1646700000.0,9983200000.0,2961400000.0,1872000000.0,303300000.0,28100000.0,4708700000.0,408800000.0,227400000.0,128800000.0,133900000.0,2.87,79100000.0,721900000.0,311400000.0,250100000.0,410500000.0,2175300000.0,2.87,658900000.0,0.0767880056729925,0.02277826748938216,0.0482935842164504,0.086818017711895,0.04094879397387611,0.07958416882434248,0.0871790515428887,0.13993246543632,0.7345512257715945,1.0950992894880671,,,,,,,,,,
2012-03-31,9879000000.0,1633700000.0,1715400000.0,9879000000.0,2996000000.0,1850100000.0,305500000.0,42300000.0,1251300000.0,151600000.0,98900000.0,30500000.0,46800000.0,1.25,79200000.0,,,,,2155600000.0,1.25,151600000.0,0.03301068090787717,0.010011134730235854,0.07903780068728522,0.12115399984016623,0.015345682761413099,0.029427750601754794,,0.12115399984016623,0.7194926568758344,0.9523726244607672,,,,,,,,,,
2012-06-30,9709000000.0,1378900000.0,1627500000.0,9709000000.0,2994600000.0,1735000000.0,279000000.0,25700000.0,2093200000.0,235700000.0,147700000.0,60400000.0,75200000.0,1.86,79300000.0,433700000.0,249200000.0,125900000.0,184500000.0,2014000000.0,1.86,361600000.0,0.0493221131369799,0.01521268925739005,0.0705618192241544,0.11260271354863367,0.02427644453599753,0.04705905841951843,0.08814255685075482,0.17274985667876935,0.6725439123756094,0.8472503840245775,11629800000.0,662700000.0,1143100000.0,,1706000000.0,318100000.0,8.370000000000001,8.370000000000001,1.1805392731535755,3.593524049041182
2012-09-30,9844300000.0,1419600000.0,1755200000.0,9844300000.0,3011800000.0,1708100000.0,410300000.0,18100000.0,3015500000.0,347900000.0,213400000.0,90000000.0,106300000.0,2.69,79300000.0,544400000.0,437800000.0,187700000.0,106600000.0,2118400000.0,2.69,535600000.0,0.07085463842220599,0.02167751897036864,0.07076770021555298,0.11537058530923562,0.03534024765600398,0.06781412030720049,0.035350688111424305,0.17761565246227823,0.7033667574208115,0.8087967183226983,11068700000.0,687400000.0,1144000000.0,,1707700000.0,309700000.0,8.67,8.67,1.2404989166715465,3.693897319987084
2012-12-31,10327400000.0,1659100000.0,1813300000.0,10327400000.0,3025800000.0,1931700000.0,482400000.0,27400000.0,-2147600000.0,-267700000.0,-178600000.0,-60700000.0,-78500000.0,-2.250000000000001,-158500000.0,-409100000.0,-92700000.0,-62900000.0,-501800000.0,2414100000.0,-2.250000000000001,-330600000.0,-0.059025712208341595,-0.01729380095667835,0.08316260011175265,0.1246507729558577,-0.02592133547649941,-0.04921046342763654,0.23365617433414043,0.15393928105792512,0.7978385881419789,0.9149616720895605,4212400000.0,281400000.0,467500000.0,,718200000.0,120200000.0,3.55,3.55,3.3613199665831246,3.889351081530782
2013-03-31,10764400000.0,1600700000.0,2106700000.0,10764400000.0,3173100000.0,1931700000.0,756400000.0,72000000.0,1678200000.0,293100000.0,187500000.0,29300000.0,109600000.0,2.37,79300000.0,319600000.0,147000000.0,60900000.0,172600000.0,2688100000.0,2.37,354000000.0,0.05909047934196842,0.01741852773958604,0.11172685019663926,0.17465141222738648,0.027228642562520902,0.05000682454104961,0.10284828983434632,0.21094029317125493,0.847152626768775,0.7598139269948261,4639300000.0,370000000.0,609000000.0,-38100000.0,920600000.0,119000000.0,4.67,4.67,2.9199435150988484,5.117647058823529
2013-12-31,11243500000.0,1972200000.0,1622100000.0,11243500000.0,,2956200000.0,326000000.0,22300000.0,5634600000.0,567700000.0,351800000.0,128200000.0,210800000.0,4.39,80100000.0,555000000.0,,266600000.0,,3282200000.0,4.39,834300000.0,,0.031289189309378754,0.0624356653533525,0.10075249352216661,0.05049139502823854,0.17296325635244653,,0.14806729847726546,,1.2158313297577215,8180700000.0,574100000.0,941000000.0,,1393300000.0,186800000.0,7.199999999999998,7.199999999999998,2.3557022895284576,5.037473233404711
