report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-02,1403469000.0,644018000.0,170213000.0,220423000.0,1183046000.0,,50000000.0,405410000.0,,483196000.0,202408000.0,80845000.0,55754000.0,2752000.0,21896000.0,0.31,181164000.0,113177000.0,,,50000000.0,,21.2594,3.1259,0.31,80845000.0,0.04712749969147438,0.0397258507312951,0.11538588895603441,0.4188941961440078,0.16731305722729492,0.05760369484470266,0.06556527493702587,,0.16731305722729492,0.042263783487708845,3.783600547549247,,,,,,,,,,,,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2010-07-02,1448232000.0,683658000.0,191119000.0,227526000.0,1220706000.0,,50000000.0,383824000.0,,758566000.0,320674000.0,134317000.0,90490000.0,3619000.0,39829000.0,0.5,182072000.0,149677000.0,,,50000000.0,,19.7837,2.9815,0.5,134317000.0,0.07412923341082947,0.062483082820984484,0.11929087251471857,0.4227371118663373,0.17706699219316446,0.09274549933988477,0.10570265663339908,,0.17706699219316446,0.0409599035312352,3.577132571853139,,,,,,,,,,,,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2010-10-01,1564052000.0,789865000.0,204324000.0,247456000.0,1316596000.0,,50000000.0,453257000.0,,1071849000.0,456833000.0,199744000.0,137294000.0,4246000.0,57780000.0,0.75,182738000.0,222962000.0,,,50000000.0,3.8664,26.8867,3.4414,0.75,199744000.0,0.10427952082491516,0.08778096891919195,0.1280908038352417,0.4262102217756419,0.1863546077852384,0.12770930889765814,0.1461617039710346,,0.1863546077852384,0.03797672178861245,3.8657475382236055,,,,,,,,,,,,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2010-12-31,1614076000.0,820603000.0,157066000.0,202669000.0,1411407000.0,,0.0,450054000.0,,335120000.0,148538000.0,77342000.0,60868000.0,537000.0,15868000.0,0.32,188541000.0,64822000.0,,,0.0,,30.8496,4.5163,0.32,77342000.0,0.04312576032285514,0.03771073976690069,0.1816304607304846,0.4432382430174266,0.23078897111482455,0.04791719844666546,0.05479780105951012,,0.23078897111482455,0.0,5.22457438274356,2648731000.0,344406000.0,492248000.0,1128453000.0,,492248000.0,11154000.0,1.8800000000000001,1.8800000000000001,0.0,44.13197059350905,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2011-04-01,1678797000.0,872444000.0,176444000.0,202405000.0,1476392000.0,,25405000.0,503801000.0,,660531000.0,289519000.0,145402000.0,110828000.0,998000.0,33393000.0,0.58,190251000.0,157045000.0,,,25405000.0,,30.3915,4.6809,0.58,145402000.0,0.07506678443123506,0.0660163200196331,0.16778622048018943,0.4383125091782218,0.22012895685440956,0.08661082906390707,0.09681867789055379,,0.22012895685440956,0.017207489609805525,4.944594318877377,2826066000.0,399480000.0,556805000.0,1215564000.0,,556805000.0,9400000.0,2.15,2.15,0.04562638625730732,59.23457446808511,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2011-07-01,1805599000.0,712133000.0,244349000.0,273425000.0,1532174000.0,,25744000.0,309645000.0,,1016606000.0,445744000.0,217628000.0,162376000.0,1463000.0,53604000.0,0.85,190628000.0,243019000.0,,,25744000.0,,20.8615,3.2816,0.85,217628000.0,0.10597751952454486,0.08992915924299914,0.15972362941001725,0.4384628853262719,0.21407310206707417,0.12052953064329344,0.13969156271382704,,0.21407310206707417,0.016802269193968832,2.9144093079979867,3084106000.0,471366000.0,640116000.0,1340634000.0,,640116000.0,7244000.0,2.5,2.5,0.04021771053996463,88.36499171728327,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2011-09-30,1890389000.0,816334000.0,247096000.0,281294000.0,1609095000.0,,26089000.0,410087000.0,,-593335000.0,-263497000.0,-145048000.0,-107487000.0,-1062000.0,-35564000.0,-0.56,-378753000.0,-99068000.0,,,26089000.0,3.3035,14.7641,2.3578,-0.56,-145048000.0,-0.06679966067882878,-0.05685972569666878,0.18115735629956095,0.4440948199583709,0.2444622346566442,-0.07672918113679247,-0.08870439045391834,,0.2444622346566442,0.016213461604193662,3.303711917635251,1418922000.0,226585000.0,295324000.0,620304000.0,,295324000.0,1936000.0,1.19,1.19,0.0883402635749211,152.54338842975207,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2011-12-30,1914633000.0,856342000.0,212502000.0,250968000.0,1663665000.0,,17123000.0,445636000.0,,393740000.0,171850000.0,74968000.0,57126000.0,481000.0,17536000.0,0.3,189682000.0,77232000.0,,,17123000.0,,13.6785,2.0627,0.3,74968000.0,0.03433744173256034,0.029836527418048264,0.14508558947528827,0.4364555290293087,0.19039975618428404,0.039155284589788224,0.0446028886450879,,0.19039975618428404,0.010292336498032958,4.029806778289146,1477542000.0,222843000.0,292950000.0,643616000.0,,292950000.0,1880000.0,1.1699999999999997,1.1699999999999997,0.058450247482505546,155.8244680851064,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2012-03-30,2007326000.0,752332000.0,242642000.0,287082000.0,1720244000.0,,0.0,306474000.0,,758430000.0,324122000.0,118782000.0,91159000.0,588000.0,26963000.0,0.48,190348000.0,194188000.0,,,0.0,,25.3391,3.4547,0.48,118782000.0,0.052991901148906784,0.04541315162559544,0.12019434885223422,0.42735914982266,0.15661564020410584,0.05917424474151184,0.0690495069304122,,0.15661564020410584,0.0,3.100584400062644,1575441000.0,203174000.0,266330000.0,678219000.0,,266330000.0,1470000.0,1.0699999999999998,1.0699999999999998,0.0,181.1768707482993,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
2012-06-29,2089893000.0,829490000.0,239571000.0,288228000.0,1801665000.0,,0.0,327098000.0,,1147468000.0,489424000.0,180826000.0,140476000.0,598000.0,39776000.0,0.74,191051000.0,234885000.0,,,0.0,,25.3239,3.3434,0.74,180826000.0,0.07797009987983337,0.06721683837402202,0.12242258607647447,0.42652518414456875,0.15758696538814154,0.08652404692489041,0.10036605029236845,,0.15758696538814154,0.0,3.462397368629759,1706303000.0,181274000.0,229528000.0,721899000.0,,229528000.0,605000.0,0.9599999999999999,0.9599999999999999,0.0,379.38512396694216,1.3113811,90.9,47.93,3.02233,8138.22,20.6397,1.9878,2.0076
