ticker,weight,score,rank
AVGO,0.102922,0.8485778685380045,1
ORLY,0.2,0.8995410009429116,2
LRCX,0.095396,0.8425454610468739,3
NVDA,0.103378,0.7858324637459213,4
DXCM,0.156719,0.7576029512763267,5
MPC,0.2,0.7741649104106253,6
BX,0.141585,0.8177311057432163,7
