ticker,strategy,selected,selected_strategy,reject_reason,selection_score,rule_adjusted_rbs,risk_benefit_score,certainty_component,tp_quality_component,tp_floor_penalty_component,tp_pct,sl_pct,tp_feasibility,confidence,historical_tp_prob
A,conservative,False,balanced,lower_selection_score,,,0.2565171555346179,,,,0.282181202747534,0.08296715426399046,1.0,0.6068878558065072,0.5689655172413793
AAL,conservative,False,aggressive,lower_selection_score,,,0.11638312047476504,,,,0.2611669493898112,0.2548645898086617,1.0,0.6734334114553957,0.4689655172413793
AAPL,conservative,False,balanced,lower_selection_score,,,0.2616088915291345,,,,0.37005755941672275,0.08,1.0,0.46839441167874407,0.6172413793103447
ABT,conservative,False,aggressive,lower_selection_score,,,0.2846000255935061,,,,0.22017702527561964,0.08,1.0,0.8281666349407935,0.5862068965517241
ACGL,conservative,False,balanced,lower_selection_score,,,0.1521283666974615,,,,0.3320548926151004,0.08,1.0,0.37874609947784305,0.6586206896551725
ACN,conservative,False,balanced,lower_selection_score,,,0.13716053742006104,,,,0.24396934764576775,0.08,1.0,0.48716278978353056,0.6241379310344828
ADBE,conservative,False,balanced,lower_selection_score,,,0.2283025328520416,,,,0.4098108308245324,0.08,1.0,0.3963801006588453,0.6931034482758621
ADI,conservative,False,aggressive,lower_selection_score,,,0.1851079523816705,,,,0.2335373017155503,0.08742561211916652,1.0,0.6181828467556931,0.6137931034482759
ADM,conservative,False,aggressive,lower_selection_score,,,0.2245653671899042,,,,0.20354420066460038,0.09263661703054901,1.0,0.8021525385772177,0.5
ADP,conservative,False,balanced,lower_selection_score,,,0.24195321223968205,,,,0.2399210587219818,0.08,1.0,0.6822885368538463,0.6172413793103447
ADSK,conservative,True,conservative,selected,,,0.20269466705647893,,,,0.3324573015769099,0.08211914270590591,1.0,0.44253955757550995,0.606896551724138
AEE,conservative,False,balanced,lower_selection_score,,,0.05439424706276679,,,,0.179707219784086,0.08,1.0,0.44216219662721695,0.5448275862068965
AES,conservative,False,aggressive,lower_selection_score,,,0.1661583841728493,,,,0.20843102609947053,0.12207789080617,1.0,0.7217048241756319,0.4241379310344828
AFL,conservative,False,balanced,lower_selection_score,,,0.09356119309476117,,,,0.23742466527265912,0.08,1.0,0.42123551895249584,0.5827586206896551
AIG,conservative,False,balanced,lower_selection_score,,,0.018919496613402077,,,,0.184412089135444,0.08550851413701753,1.0,0.3623309285126504,0.4689655172413793
AIZ,conservative,False,balanced,lower_selection_score,,,0.10574764580434982,,,,0.2581474513951173,0.08,1.0,0.4096747657902764,0.5862068965517241
AJG,conservative,False,aggressive,lower_selection_score,,,0.1062198962865519,,,,0.27583180027693427,0.08,1.0,0.3851452179008506,0.7310344827586207
AKAM,conservative,True,conservative,selected,,,0.02788690931889049,,,,0.2727318293167495,0.12425622002646657,1.0,0.35835472384443734,0.5172413793103449
ALB,conservative,False,aggressive,lower_selection_score,,,0.3079466379163527,,,,0.3149000078311494,0.1630646605637537,1.0,0.7756766939470755,0.45862068965517244
ALGN,conservative,True,conservative,selected,,,0.5981898774230899,,,,0.5167657126446022,0.13790831288416427,1.0,0.6824225375011648,0.5655172413793103
ALL,conservative,False,balanced,lower_selection_score,,,0.2731430478157792,,,,0.22611838016748542,0.08,1.0,0.7841709361061394,0.496551724137931
AMAT,conservative,True,conservative,selected,,,0.7619798966590496,,,,0.55,0.08955466709795903,1.0,0.7357379120734516,0.593103448275862
AMD,conservative,True,conservative,selected,,,0.4981927352188782,,,,0.55,0.15323101925842242,1.0,0.5912788346991896,0.5827586206896551
