,importance
earnings_quality,0.14999074
total_debt_yoy_growth,0.13393138
revenue_yoy_growth,0.1289105
net_margin_trend_2y,0.12401208
current_ratio,0.120324954
accruals_ratio,0.115596965
capex_to_revenue,0.11373965
roi,0.113493696
