,importance
ev_to_ebitda__pct_universe,0.10407883591080642
ev_ebitda_vs_5y_median__pct_universe,0.10280885527896841
ev_ebitda_vs_5y_median,0.08548357547908232
ps_ratio,0.06330019286665636
ps_ratio__pct_universe,0.060907876752471855
pb_ratio,0.05652920888835955
pb_ratio__pct_universe,0.053091089174184106
fcf_yield__pct_universe,0.04799245161071895
ev_to_ebitda__pct_sector,0.037283555510840026
pe_vs_5y_median__pct_universe,0.03677494786552239
ev_to_ebitda,0.03596288513757578
ev_ebitda_vs_5y_median__pct_sector,0.03491407749595066
pb_ratio__pct_sector,0.03364507895461101
pe_vs_5y_median__pct_sector,0.033643552463339686
earnings_yield__pct_sector,0.03269261228506124
pe_vs_5y_median,0.030288112691573915
fcf_yield,0.029558779556500096
earnings_yield__pct_universe,0.02092674663603027
pe_ratio__pct_universe,0.019909614169485824
fcf_yield__pct_sector,0.01895148560251908
ps_ratio__pct_sector,0.0182589696952622
pe_ratio__pct_sector,0.015668482128203584
pe_ratio,0.014400945092093656
earnings_yield,0.012928068754182622
