,importance
operating_income_yoy_growth,0.14552288
roe,0.1338663
debt_to_ebitda,0.13084717
interest_coverage,0.12481592
net_margin_trend_2y,0.12335938
roic,0.11477247
roa,0.11440845
roi,0.11240738
