,shap_importance
ps_ratio,0.6470167656878979
ev_to_ebitda,0.40241634020708916
pe_ratio,0.3955820614664058
earnings_yield,0.2536313628409506
pb_ratio,0.24007943905543444
fcf_yield,0.18892872664775645
ev_ebitda_vs_5y_median,0.131949500003014
