,shap_importance
pb_ratio,1.6282166125613369
pb_vs_5y_median,1.4334011840283123
pe_vs_5y_median,0.4392849193712463
ev_to_ebitda,0.28147673463125983
fcf_yield,0.1577180673939921
ps_ratio,0.15329403288346055
pe_ratio,0.1354215377169882
earnings_yield,0.09585624172232773
