,shap_importance
ps_ratio,1.0549929038796362
earnings_yield,0.8209413975689418
pb_vs_5y_median,0.5318445451220903
pe_vs_5y_median,0.3102360585359972
ev_to_ebitda,0.21206545085583126
ev_ebitda_vs_5y_median,0.1732351782058958
