,shap_importance
ps_ratio,0.6316236370561513
pe_ratio,0.49950468388213065
pb_ratio,0.2472866082352236
pb_vs_5y_median,0.2009052147916428
fcf_yield,0.17844616876797167
pe_vs_5y_median,0.11395022096094952
ev_ebitda_vs_5y_median,0.08654468432777948
earnings_yield,0.07745163419818833
