rule_col,n,spearman_ic,top_decile_hit_rate,bottom_decile_hit_rate,top_bottom_spread,quarter_ic_std,stability
bear_rule_signal,16808,0.0038647180337255207,0.4713785046728972,0.4826210826210826,-0.011242577948185395,0.08154047561795569,0.5922976219102216
fundamental_rule_signal,16808,0.02224350113766205,0.535990481856038,0.4708680142687277,0.06512246758731033,0.07666810630979704,0.6166594684510148
momentum_rule_signal,16808,0.008714561882422022,0.5116002379535991,0.48483045806067815,0.026769779892920953,0.06881662495288991,0.6559168752355504
valuation_rule_signal,16808,0.007315779346914678,0.5011890606420928,0.4878048780487805,0.01338418259331231,0.06966302099439677,0.6516848950280162
