,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.7092523118436547,0.7130825130045376,0.769115855973693,0.6878555516210022
valuation_score,0.7092523118436547,1.0,0.7111891586181066,0.6952706756751648,0.6891944472810502
momentum_score,0.7130825130045376,0.7111891586181066,1.0,0.7305499921452591,0.694529815743516
bear_score,0.769115855973693,0.6952706756751648,0.7305499921452591,1.0,0.786761405386978
sector_score,0.6878555516210022,0.6891944472810502,0.694529815743516,0.786761405386978,1.0
