,shap_importance
net_margin,0.57134664
current_ratio_change_yoy,0.56205493
total_debt_yoy_growth,0.5432173
debt_equity,0.42368373
roe_trend_2y,0.3439318
accruals_ratio,0.30194953
interest_coverage,0.20692459
