,shap_importance
earnings_quality,0.674616
gross_margin,0.5565406
gross_margin_change_yoy,0.5215285
net_income_yoy_growth,0.5113564
roi,0.42829904
total_debt_yoy_growth,0.3285588
current_ratio_change_yoy,0.15380727
operating_income_yoy_growth,0.15094233
