,shap_importance
revenue_yoy_growth,0.4983151
gross_margin,0.4814897
eps_yoy_growth,0.43942028
piotroski_fscore,0.39229238
current_ratio,0.3045486
gross_margin_change_yoy,0.2701678
capex_to_revenue,0.2684352
operating_margin,0.009783719
