,shap_importance
gross_margin_change_yoy,0.7908603
net_margin_trend_2y,0.43709803
net_income_yoy_growth,0.3938672
gross_margin,0.33797684
roe_trend_2y,0.28993744
debt_to_ebitda,0.25127664
current_ratio_change_yoy,0.17847082
total_debt_yoy_growth,0.14656816
