,shap_importance
debt_equity,0.4894582
operating_income_yoy_growth,0.38019478
roic,0.32048905
ebitda_margin,0.3192931
revenue_yoy_growth,0.2947468
net_margin_trend_2y,0.27508047
total_debt_yoy_growth,0.23766306
capex_to_revenue,0.2331462
