,shap_importance
revenue_yoy_growth,0.5378573
capex_to_revenue,0.50131416
current_ratio_change_yoy,0.4461331
net_margin_trend_2y,0.4215847
roe_trend_2y,0.37797195
debt_to_ebitda,0.36987287
net_income_yoy_growth,0.3481424
roi,0.29216444
