,shap_importance
current_ratio,0.31194544
operating_income_yoy_growth,0.29222682
debt_equity,0.28785002
net_margin,0.2635785
net_margin_trend_2y,0.250146
eps,0.17232811
interest_coverage,0.16979866
accruals_ratio,0.1636929
