,shap_importance
operating_margin,0.27206698
net_margin_trend_2y,0.2305795
debt_equity,0.22059792
roe_trend_2y,0.2143289
accruals_ratio,0.20744537
interest_coverage,0.19460781
current_ratio_change_yoy,0.19272777
earnings_quality,0.19143164
