,shap_importance
current_ratio,0.5010278
capex_to_revenue,0.42685717
net_income_yoy_growth,0.41896167
interest_coverage,0.40841544
total_debt_yoy_growth,0.36057025
revenue_yoy_growth,0.3602755
roe_trend_2y,0.35671315
ebitda_margin,0.35280296
