,shap_importance
fcf_margin,0.46051258
ebitda_margin,0.44536594
debt_equity,0.3945163
net_income_yoy_growth,0.34219515
operating_margin,0.3314367
roa,0.32208058
roi,0.23115444
net_margin,0.22556868
