,shap_importance
gross_margin_change_yoy,0.84300745
earnings_quality,0.54386747
debt_equity,0.51330024
roe_trend_2y,0.46901923
capex_to_revenue,0.35970345
gross_margin,0.35543784
fcf_yoy_growth,0.18479066
