,shap_importance
debt_equity,0.88593554
debt_to_ebitda,0.522286
net_margin_trend_2y,0.5199877
net_margin,0.44037712
operating_income_yoy_growth,0.39064765
current_ratio_change_yoy,0.3645068
revenue_yoy_growth,0.3582729
roa,0.29673296
