,shap_importance
operating_income_yoy_growth,0.5762199
net_margin,0.52121794
eps,0.51444644
current_ratio,0.42188305
capex_to_revenue,0.25374442
current_ratio_change_yoy,0.22938114
roe,0.2004227
roi,0.17224415
