,shap_importance
total_debt_yoy_growth,0.364904
current_ratio_change_yoy,0.35123453
net_margin_trend_2y,0.33900905
capex_to_revenue,0.2903041
fcf_yoy_growth,0.25646967
gross_margin_change_yoy,0.25614974
current_ratio,0.22675379
gross_margin,0.1779518
