,shap_importance
current_ratio_change_yoy,0.5081235
accruals_ratio,0.43817398
net_margin,0.4194591
revenue_yoy_growth,0.406035
total_debt_yoy_growth,0.40070748
operating_margin,0.34421647
current_ratio,0.28926107
gross_margin,0.28387076
