,shap_importance
revenue_yoy_growth,0.511255
total_debt_yoy_growth,0.5108375
current_ratio,0.40922016
operating_margin,0.39050376
roe_trend_2y,0.38695687
piotroski_fscore,0.37432984
debt_to_ebitda,0.3029045
interest_coverage,0.23395367
