,shap_importance
net_margin_trend_2y,0.5630336
current_ratio_change_yoy,0.53244895
capex_to_revenue,0.38098633
net_income_yoy_growth,0.3537432
debt_to_ebitda,0.32517666
current_ratio,0.3103084
ebitda_margin,0.2565351
roic,0.2187364
