,shap_importance
current_ratio,0.5933214
roe_trend_2y,0.5343469
capex_to_revenue,0.51443696
operating_income_yoy_growth,0.41969776
earnings_quality,0.31434056
accruals_ratio,0.27626097
net_margin_trend_2y,0.17305546
ebitda_margin,0.12511688
