,shap_importance
debt_equity,1.1311296
roi,0.66211885
current_ratio_change_yoy,0.46989432
net_margin_trend_2y,0.31984183
debt_to_ebitda,0.22505936
roe_trend_2y,0.15807207
interest_coverage,0.0
gross_margin,0.0
