,shap_importance
net_margin,0.5231329
gross_margin_change_yoy,0.5046079
gross_margin,0.4958309
current_ratio,0.49087593
net_margin_trend_2y,0.41051868
current_ratio_change_yoy,0.36394465
operating_margin,0.19516134
capex_to_revenue,0.14986578
