,shap_importance
current_ratio,0.40564936
net_margin,0.37459928
revenue_yoy_growth,0.35408977
operating_income_yoy_growth,0.34726307
current_ratio_change_yoy,0.34204793
roe_trend_2y,0.33982962
net_margin_trend_2y,0.3049843
debt_to_ebitda,0.1720614
