,shap_importance
current_ratio,0.7028593
roi,0.55991495
roe,0.49832729
interest_coverage,0.43394956
revenue_yoy_growth,0.3203377
roe_trend_2y,0.29737142
net_margin_trend_2y,0.26112896
roic,0.24165434
