,shap_importance
current_ratio_change_yoy,0.50191545
roe_trend_2y,0.44841492
capex_to_revenue,0.43078586
debt_equity,0.4241762
current_ratio,0.4107921
earnings_quality,0.3520126
total_debt_yoy_growth,0.3270409
operating_margin,0.29494607
