,shap_importance
capex_to_revenue,0.54941857
total_debt_yoy_growth,0.41917434
interest_coverage,0.41306934
net_margin_trend_2y,0.35851163
accruals_ratio,0.35119537
roe_trend_2y,0.3283694
roic,0.298571
revenue_yoy_growth,0.2704067
