,shap_importance
total_debt_yoy_growth,0.4527358
eps_yoy_growth,0.37284186
net_income_yoy_growth,0.35139734
debt_equity,0.34561524
roa,0.3133614
gross_margin,0.30263004
gross_margin_change_yoy,0.30154124
capex_to_revenue,0.25636578
