ticker,weight,score,rank
AMZN,0.166926,0.8243309017445962,1
NVDA,0.051615,0.8224941799929182,2
ORLY,0.2,0.8587610466336802,3
NFLX,0.095314,0.8294788746582512,4
REGN,0.2,0.794006568553518,5
CPRT,0.199735,0.8128555562206504,6
LRCX,0.08641,0.8261789211964045,7
