fold_id,datetime,action,ticker,raw_price,exec_price,shares,notional_usd,fee_usd,slippage_pct,entry_date_requested,entry_date_used,exit_date_requested,exit_date_used,reason,tp_pct,sl_pct,tp_sl_outcome,days_to_outcome
T04_20220215,2022-02-15,BUY,AMZN,156.510498046875,156.66700854492186,1.674251349984538,262.29995055437456,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.55,0.08968979065127615,SL,183.0
T04_20220215,2022-02-15,BUY,CPRT,31.69499969482422,31.72669469451904,9.898638269638418,314.05107427230035,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.55,0.16127255484579892,SL,219.0
T04_20220215,2022-02-15,BUY,LRCX,59.38199996948242,59.441381969451896,2.2761653170316034,135.29841203529412,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.5027819197018286,0.09695251018501291,SL,183.0
T04_20220215,2022-02-15,BUY,NFLX,40.74599838256836,40.78674438095092,3.6615595908327307,149.34309506691383,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.5125995725408252,0.10417806324106602,SL,183.0
T04_20220215,2022-02-15,BUY,NVDA,26.4950008392334,26.521495840072628,3.032056748583173,80.41468044441277,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.55,0.08,SL,183.0
T04_20220215,2022-02-15,BUY,ORLY,44.98400115966797,45.02898516082763,6.983703267304962,314.4690707910986,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.5229188733604564,0.13329561039593713,NONE,366.0
T04_20220215,2022-02-15,BUY,REGN,630.1500244140625,630.7801744384765,0.49853987733688754,314.4690707910986,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,rebalance_entry,0.55,0.1431338028269941,NONE,366.0
T04_20220215,2022-08-17,SELL,AMZN,142.10000610351562,141.95790609741212,1.674251349984538,237.6732159245705,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2022-08-17,sl_hit,0.55,0.08968979065127615,SL,183.0
T04_20220215,2022-08-17,SELL,LRCX,49.75600051879883,49.70624451828003,2.2761653170316034,113.13962981240127,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2022-08-17,sl_hit,0.5027819197018286,0.09695251018501291,SL,183.0
T04_20220215,2022-08-17,SELL,NFLX,24.114999771118164,24.090884771347046,3.6615595908327307,88.21021018617195,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2022-08-17,sl_hit,0.5125995725408252,0.10417806324106602,SL,183.0
T04_20220215,2022-08-17,SELL,NVDA,18.334999084472656,18.316664085388183,3.032056748583173,55.53716495163228,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2022-08-17,sl_hit,0.55,0.08,SL,183.0
T04_20220215,2022-09-22,SELL,CPRT,26.270000457763672,26.243730457305908,9.898638269638418,259.7771946427636,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2022-09-22,sl_hit,0.55,0.16127255484579892,SL,219.0
T04_20220215,2023-02-16,SELL,ORLY,57.46666717529297,57.40920050811768,6.983703267304962,400.92882116190714,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,time_exit,0.5229188733604564,0.13329561039593713,NONE,366.0
T04_20220215,2023-02-16,SELL,REGN,736.3300170898438,735.5936870727539,0.49853987733688754,366.7227865230396,1.0,0.001,2022-02-15,2022-02-15,2023-02-15,2023-02-16,time_exit,0.55,0.1431338028269941,NONE,366.0
