ticker,entry_date,entry_price,tp_price,sl_price_original,event_type,event_date,days_from_entry,price,trailing_stop,peak_price,return_pct
AMZN,2022-02-15,156.5105,242.5913,142.4731,EXIT_SL,2022-08-17,183,142.1,142.4731,169.315,-9.21
NVDA,2022-02-15,26.495,41.0673,24.3754,EXIT_SL,2022-08-17,183,18.335,24.3754,28.656,-30.8
ORLY,2022-02-15,44.984,68.507,38.9878,EXIT_TIME,2023-02-16,366,57.4667,38.9878,49.5907,27.75
NFLX,2022-02-15,40.746,61.6324,36.5012,EXIT_SL,2022-08-17,183,24.115,36.5012,40.746,-40.82
REGN,2022-02-15,630.15,976.7325,539.9543,EXIT_TIME,2023-02-16,366,736.33,539.9543,738.84,16.85
CPRT,2022-02-15,31.695,49.1272,26.5835,EXIT_SL,2022-09-22,219,26.27,26.5835,32.9075,-17.12
LRCX,2022-02-15,59.382,89.2382,53.6248,EXIT_SL,2022-08-17,183,49.756,53.6248,59.382,-16.21
