ticker,weight,score,rank
AMZN,0.2,0.7503564928283422,1
AMAT,0.103525,0.6974666106645794,2
AVGO,0.111512,0.6415458044362988,3
MSCI,0.2,0.6557590954303532,4
MU,0.059848,0.6814242580022712,5
GLW,0.125115,0.7485422031280347,6
ERIE,0.2,0.739187041602122,7
