ticker,entry_date,entry_price,tp_price,sl_price_original,event_type,event_date,days_from_entry,price,trailing_stop,peak_price,return_pct
AMZN,2026-02-17,201.15,311.7825,179.0031,EXIT_TIME,2026-04-02,44,209.77,179.0031,218.94,4.29
AMAT,2026-02-17,359.13,556.6515,321.2701,EXIT_TIME,2026-04-02,44,348.47,321.2701,394.95,-2.97
AVGO,2026-02-17,332.54,515.437,291.9927,EXIT_TIME,2026-04-02,44,314.55,291.9927,345.75,-5.41
MSCI,2026-02-17,521.33,808.0615,453.6057,EXIT_TIME,2026-04-02,44,544.78,453.6057,573.88,4.5
MU,2026-02-17,399.78,618.7058,340.7098,EXIT_TIME,2026-04-02,44,366.24,340.7098,461.73,-8.39
GLW,2026-02-17,130.52,202.306,103.5055,EXIT_TIME,2026-04-02,44,147.92,103.5055,160.43,13.33
ERIE,2026-02-17,283.85,430.7647,232.978,EXIT_TIME,2026-04-02,44,249.51,232.978,283.85,-12.1
