date,equity_usd,cash_usd,positions_value_usd
2026-02-17,2840.220463860476,-3.410605131648481e-13,2840.2204638604762
2026-02-18,2885.9394599561356,-3.410605131648481e-13,2885.939459956136
2026-02-19,2869.954014697417,-3.410605131648481e-13,2869.9540146974173
2026-02-20,2918.6257297002835,-3.410605131648481e-13,2918.625729700284
2026-02-23,2889.022748880984,-3.410605131648481e-13,2889.0227488809846
2026-02-24,2911.0028289391294,-3.410605131648481e-13,2911.00282893913
2026-02-25,3000.561020692647,-3.410605131648481e-13,3000.5610206926476
2026-02-26,2948.9842546349655,-3.410605131648481e-13,2948.984254634966
2026-02-27,2949.2324567541764,-3.410605131648481e-13,2949.232456754177
2026-03-02,2961.2229982206973,-3.410605131648481e-13,2961.2229982206977
2026-03-03,2900.191298515148,-3.410605131648481e-13,2900.1912985151484
2026-03-04,2940.7923882465657,-3.410605131648481e-13,2940.792388246566
2026-03-05,2911.3343165147694,-3.410605131648481e-13,2911.33431651477
2026-03-06,2816.218471483247,-3.410605131648481e-13,2816.2184714832474
2026-03-09,2853.2370769237427,-3.410605131648481e-13,2853.237076923743
2026-03-10,2844.6651850147077,-3.410605131648481e-13,2844.665185014708
2026-03-11,2831.755757524898,-3.410605131648481e-13,2831.7557575248984
2026-03-12,2784.235083699505,-3.410605131648481e-13,2784.2350836995056
2026-03-13,2796.719653844653,-3.410605131648481e-13,2796.7196538446533
2026-03-16,2832.1967883172624,-3.410605131648481e-13,2832.196788317263
2026-03-17,2857.2752993006416,-3.410605131648481e-13,2857.275299300642
2026-03-18,2824.151889446662,-3.410605131648481e-13,2824.1518894466626
2026-03-19,2826.032707452967,-3.410605131648481e-13,2826.0327074529673
2026-03-20,2770.1703327428045,-3.410605131648481e-13,2770.170332742805
2026-03-23,2818.3828121426104,-3.410605131648481e-13,2818.382812142611
2026-03-24,2816.5353440844406,-3.410605131648481e-13,2816.535344084441
2026-03-25,2815.8222086288206,-3.410605131648481e-13,2815.822208628821
2026-03-26,2746.99377774193,-3.410605131648481e-13,2746.9937777419304
2026-03-27,2702.089014775942,-3.410605131648481e-13,2702.0890147759424
2026-03-30,2674.2424270493743,-3.410605131648481e-13,2674.242427049375
2026-03-31,2766.93793667182,-3.410605131648481e-13,2766.9379366718204
2026-04-01,2806.259660192593,-3.410605131648481e-13,2806.2596601925934
2026-04-02,2818.8537076973184,2818.8537076973184,0.0
