,importance
ev_to_ebitda__pct_universe,0.1240165186479881
fcf_yield__pct_universe,0.11113131156110802
ev_ebitda_vs_5y_median__pct_universe,0.07268458231967453
ps_ratio,0.07231528941670688
ev_ebitda_vs_5y_median,0.06758677268385756
pb_ratio,0.06619283334348361
ps_ratio__pct_universe,0.051206261524131005
pe_vs_5y_median__pct_universe,0.046231392978579464
pe_vs_5y_median,0.042202732630442295
ev_ebitda_vs_5y_median__pct_sector,0.03820580304994618
pb_ratio__pct_universe,0.03801482253412203
fcf_yield__pct_sector,0.03288312456825621
ev_to_ebitda,0.029521097209352355
earnings_yield__pct_sector,0.026658283551531645
pb_ratio__pct_sector,0.023275308366670352
pe_vs_5y_median__pct_sector,0.023005902751328237
fcf_yield,0.02263799920139567
earnings_yield__pct_universe,0.020458113543981957
ev_to_ebitda__pct_sector,0.017853639974056566
pe_ratio__pct_sector,0.017185295034031822
ps_ratio__pct_sector,0.014803461223998915
earnings_yield,0.014709365070520609
pe_ratio__pct_universe,0.013808239613829083
pe_ratio,0.013411849201006838
