,importance
current_ratio,0.2579317363155296
debt_equity,0.23015862012074698
debt_to_ebitda,0.14294757723189155
insider_sell_ratio,0.1380699655375906
total_debt_yoy_growth,0.1238589450574248
fcf_margin,0.10703315573681635
