,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.7022245429954557,0.6909797042587327,0.7635145802749879,0.6198258472050536
valuation_score,0.7022245429954557,1.0,0.7380177628938391,0.6905044184714881,0.5919768502624868
momentum_score,0.6909797042587327,0.7380177628938391,1.0,0.6885224875594632,0.5786435889800507
bear_score,0.7635145802749879,0.6905044184714881,0.6885224875594632,1.0,0.6645014279215888
sector_score,0.6198258472050536,0.5919768502624868,0.5786435889800507,0.6645014279215888,1.0
