year,strategy_main,benchmark,ew_universe,momentum_12m,value_combined,random_topn_mean
2020,0.4454570317080453,0.11446493471647501,0.049872114919225385,0.42509842155066013,0.20811098691576824,0.04244144555540852
2021,0.30871493844960374,0.2879305801834058,-0.589151695484658,0.2752765211104431,0.4450755428908948,0.2733913975808966
2022,-0.18017082004700946,-0.19953050663444416,0.0,-0.05313024405688582,-0.2547449131199069,-0.13428212619309998
2023,0.414644787683361,0.24729487207888678,0.0,0.17037973838514242,0.21158437032925148,0.09203909953322587
2024,0.1847858858935738,0.24010976272160822,0.0,0.4125475469157671,0.07302355403165839,0.1089271271259935
2025,0.12502554102360985,0.1664721656672592,0.0,-0.05226162246565469,0.0017599293595782495,0.07705684583689076
2026,0.019009608744439133,-0.041662352068971176,0.0,0.03884488760306026,-0.03651152326648477,-0.0003082985988542841
