strategy_name,final_value_usd,total_return_pct,total_fees_usd,max_drawdown,sharpe,availability_flag,pct_folds_positive
strategy_main,2818.8537076973184,1.8415635059466422,98.0,-0.365154742681546,0.6853317166827352,True,0.7142857142857143
benchmark,1946.300707052185,0.9501972049642013,2.0,-0.33924960002653276,0.43740749295884457,True,
ew_universe,252.776906077356,-0.575453552041217,808.0,-0.6135099746161529,-0.3938546541819088,True,
momentum_12m,2779.4578279856064,1.8018502374759242,98.0,-0.37083514932956574,0.5596027009634995,True,
value_combined,1611.9804467351491,0.6249671975648381,98.0,-0.34543065554023283,0.283611860086666,True,
random_topn_mean,1468.7924418907196,0.48062561362800693,0.0,-0.3903946447758953,0.2212883806876145,True,
