fold_id,strategy_name,pnl_pct,ending_capital_usd,pnl_pct_p05,pnl_pct_p95,n_sims
T02_20200215,ew_universe,-0.7472230939226441,252.776906077356,,,
T02_20200215,momentum_12m,0.5331166609145626,1533.1166609145625,,,
T02_20200215,value_combined,0.2509251422936569,1250.925142293657,,,
T03_20210215,ew_universe,0.0,252.776906077356,,,
T03_20210215,momentum_12m,0.11666393251252183,1711.9760795773218,,,
T03_20210215,value_combined,0.2591765720494974,1575.1356325638567,,,
T04_20220215,ew_universe,0.0,252.776906077356,,,
T04_20220215,momentum_12m,0.09069370856288717,1867.2415392051416,,,
T04_20220215,value_combined,-0.0986310588513889,1419.7783372895312,,,
T05_20230215,ew_universe,0.0,252.776906077356,,,
T05_20230215,momentum_12m,0.10175462357861287,2057.2419991573106,,,
T05_20230215,value_combined,0.11887809663981286,1588.5588836769489,,,
T06_20240215,ew_universe,0.0,252.776906077356,,,
T06_20240215,momentum_12m,0.3584863933763085,2794.7352637374815,,,
T06_20240215,value_combined,0.09821212793949385,1744.574632000049,,,
T07_20250215,ew_universe,0.0,252.776906077356,,,
T07_20250215,momentum_12m,0.011377388958249135,2826.5320538683577,,,
T07_20250215,value_combined,-0.007381089089088744,1731.6977712186924,,,
T08_20260215,ew_universe,0.0,252.776906077356,,,
T08_20260215,momentum_12m,-0.016654410771081207,2779.4578279856064,,,
T08_20260215,value_combined,-0.06913292057845144,1611.9804467351491,,,
T02_20200215,random_topn_mean,0.08122722696781831,,-0.07578151823617016,0.2532922413974766,100.0
T03_20210215,random_topn_mean,0.14877006788101976,,0.012582672456406586,0.2852172022929541,100.0
T04_20220215,random_topn_mean,-0.049587393158280445,,-0.15869121856915577,0.07111055709944054,100.0
T05_20230215,random_topn_mean,0.04989241361739873,,-0.07489356702909772,0.22724684176945373,100.0
T06_20240215,random_topn_mean,0.11929733187881092,,-0.04982947315797425,0.3308776728008755,100.0
T07_20250215,random_topn_mean,0.11892541477123589,,-0.08275645649146668,0.32989601260488793,100.0
T08_20260215,random_topn_mean,-0.056385026884349064,,-0.11347357755545406,0.015663690246402965,100.0
T02_20200215,strategy_main,0.44144155307504596,1441.441553075046,,,
T03_20210215,strategy_main,0.09428325455896669,1577.3453539554928,,,
T04_20220215,strategy_main,-0.03953245279902484,1514.9890232024861,,,
T05_20230215,strategy_main,0.4397542035101085,2181.2118144274527,,,
T06_20240215,strategy_main,0.12802188647009616,2460.4546657013166,,,
T07_20250215,strategy_main,0.15834716406447935,2850.0606843243368,,,
T08_20260215,strategy_main,-0.0109495832136699,2818.8537076973184,,,
T02_20200215,benchmark,0.1630070338215157,1163.0070338215157,,,
T03_20210215,benchmark,0.13252126245885942,1132.5212624588594,,,
T04_20220215,benchmark,-0.07612652815427612,923.8734718457239,,,
T05_20230215,benchmark,0.2080512034133084,1208.0512034133085,,,
T06_20240215,benchmark,0.21105520990638915,1211.055209906389,,,
T07_20250215,benchmark,0.1109340383194044,1110.9340383194044,,,
T08_20260215,benchmark,-0.04195323985022559,958.0467601497744,,,
