report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,1049242000.0,60258000,111302000.0,10629382000,5590326000.0,2785591000.0,82475000.0,201723000.0,-30773000.0,-12194000.0,133259000.0,132567000.0,1276780000.0,475676000.0,5039056000.0,2785566000.0,25000.0,120041000.0,0.010778977827053378,0.005669003146184792,0.05743003044102314,0.1922559333309189,0.49828775638486916,2.684137942633221,2.684137942633221,0.010471163798610305,0.013288336071143016,0.4521870943050751
2020-06-30,1322575000.0,209916000,299154000.0,11398724000,5764151000.0,3285672000.0,343116000.0,396519000.0,-33954000.0,-61352000.0,133115000.0,132552000.0,2030110000.0,1038749000.0,5634573000.0,2785646000.0,500026000.0,816765000.0,0.036417505370695526,0.01841574548168725,0.15871765306315333,0.2998083284501824,0.5700183773811616,1.9543797394750801,1.9543797394750801,0.026244516491495014,0.03305633712394154,1.5769522593246441
2020-09-30,1309890000.0,199788000,286528000.0,11590533000,5928352000.0,3286507000.0,352335000.0,380498000.0,-35782000.0,-56984000.0,133268000.0,132573000.0,2265333000.0,1069893000.0,5662181000.0,2777072000.0,509435000.0,1084100000.0,0.03370042804475848,0.017237171060209226,0.15252273091633647,0.29048088007389933,0.5543710967230016,2.117345379397753,2.117345379397753,0.024720864864454465,0.031094127430490254,1.4991445808446138
2020-12-31,1175093000.0,114538000,194716000.0,11686900000,6027300000.0,3287600000.0,292474000.0,302760000.0,-33891000.0,-25270000.0,133338000.0,132620000.0,2277200000.0,1047900000.0,5659600000.0,2772200000.0,515400000.0,1197100000.0,0.01900320209712475,0.009800545910378287,0.0974714341758482,0.2576476925656097,0.5454515288769433,2.1731081210039127,2.1731081210039127,0.016661047839889108,0.020903713405404246,0.859004934827281
2021-03-31,1068300000.0,160600000,132300000.0,11332800000,6136299999.0,2788300000.0,169300000.0,229300000.0,-33100000.0,-60600000.0,133415000.0,132749000.0,1993000000.0,565900000.0,5196500000.0,2772900000.0,15400000.0,722300000.0,0.026172123270728636,0.0141712551178879,0.1503323036600206,0.21464008237386503,0.4543943419412992,3.5218236437533132,3.5218236437533132,0.01167407878017789,0.014824193803063913,1.2037626953490987
2021-06-30,1361000000.0,195300000,287300000.0,11571000000,6293099999.0,2785300000.0,228600001.0,398400000.0,-41700000.0,-57300000.0,133481000.0,132781000.0,2200400000.0,599200000.0,5277900000.0,2769900000.0,15400000.0,857600000.0,0.03103398961259697,0.016878402903811252,0.1434974283614989,0.29272593681116826,0.4425958590269654,3.672229639519359,3.672229639519359,0.024829314665975283,0.031646545650295926,1.463129583985736
2021-09-30,1516500000.0,176900000,259500000.0,13688000000,6449100000.0,3886300000.0,326899999.0,394100000.0,-36800000.0,-51700000.0,133544000.0,132810000.0,1718400000.0,876700000.0,7238900000.0,3874100000.0,12200000.0,135700000.0,0.02743018405669008,0.012923728813559321,0.11665018133860863,0.259874711506759,0.6026112170690484,1.960077563590738,1.960077563590738,0.01895821157218001,0.025107881649476558,1.3246570418738393
2021-12-31,1606300000.0,137900000,211600000.0,13682600000,6567700000.0,3880000000.0,255300000.0,351700000.0,-36100000.0,-30400000.0,133736000.0,132900000.0,913400000.0,769300000.0,7114900000.0,3874800000.0,5200000.0,235000000.0,0.02099669595139851,0.010078493853507375,0.08584946772084916,0.21895038286745938,0.5907699803584208,1.1873131418172365,1.1873131418172365,0.015464897022495724,0.02025326148338869,1.031135969372495
2022-03-31,1540700000.0,92000000,144500000.0,13860800000,6598300000.0,3978400000.0,175600000.0,268800000.0,-35900000.0,-18700000.0,133600000.0,132800000.0,1662600000.0,892700000.0,7262500000.0,3874500000.0,103900000.0,123100000.0,0.013942985314399163,0.006637423525337643,0.059713117414162395,0.1744661517492049,0.6029431823348438,1.862439789402935,1.862439789402935,0.010425083689253146,0.013662106328060737,0.688622754491018
2022-06-30,1954300000.0,187300000,305600000.0,14181500000,6744200000.0,4050200000.0,149900000.0,446200000.0,-38700000.0,-63700000.0,133000000.0,133000000.0,1899500000.0,1029300000.0,7437300000.0,3873700000.0,176500000.0,120700000.0,0.02777201150618309,0.013207347600747453,0.09583994269047741,0.22831704446604922,0.6005456540434744,1.8454289322840765,1.8454289322840765,0.021549201424390933,0.0283109760616616,1.4082706766917292
