report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-05-31,915100000.0,220700000,299600000.0,8550700000,2781400000.0,801900000.0,388200000.0,623400000.0,-70900000.0,360900000.0,358800000.0,5464600000.0,4426899999.0,5769299999.0,796800000.0,5100000.0,932400000.0,0.07934852951750916,0.025810752336066053,0.24117582777838487,0.6812370232761447,0.28830804630761486,1.2344078251675907,1.2344078251675907,0.03503806705883729,0.08361008009376832,0.6115267387087836
2020-08-31,932200000.0,211600000,284000000.0,8376900000,2778600000.0,803000000.0,215000000.0,625100000.0,-64500000.0,361300000.0,359100000.0,5340200000.0,4263100000.0,5598300000.0,796900000.0,6100000.0,866300000.0,0.07615345857626142,0.025259941028304027,0.22698991632696847,0.6705642565972967,0.2889944576405384,1.2526565175576458,1.2526565175576458,0.033902756389595196,0.07929417020326111,0.5856628840298921
2020-11-30,983700000.0,272400000,354300000.0,8615400000,2889700000.0,803900000.0,215700000.0,663800000.0,-77200000.0,362000000.0,360000000.0,5592400000.0,4379999999.0,5725699999.0,797000000.0,6900000.0,868400000.0,0.09426584074471399,0.03161780068249878,0.2769136931991461,0.6747992274067297,0.2781949683358134,1.2768036532595441,1.2768036532595441,0.04112403370708267,0.09592267706302794,0.7524861878453039
2021-02-28,1111700000.0,350500000,468600000.0,9665900000,2976400000.0,804200000.0,439900000.0,783300000.0,-112100000.0,362800000.0,360600000.0,6622200000.0,5356000000.0,6689500000.0,797200000.0,7000000.0,990700000.0,0.11775970971643596,0.0362614966014546,0.3152829000629666,0.7045965638211747,0.27019217847063565,1.2364077669902913,1.2364077669902913,0.048479707011245717,0.12394857959054119,0.9660970231532525
2021-05-31,1029200000.0,263000000,353800000.0,9227200000,2948000000.0,804700000.0,389700000.0,713400000.0,-82900000.0,362000000.0,359800000.0,6169500000.0,4938200000.0,6279200000.0,797300000.0,7400000.0,1031900000.0,0.08921302578018996,0.028502687705912952,0.2555382821609017,0.6931597357170618,0.27296472184531884,1.2493418654570492,1.2493418654570492,0.03834315935495058,0.0942787859407893,0.7265193370165746
2021-08-31,1082900000.0,333590000,442900000.0,9367300000,3043500000.0,804500000.0,385600000.0,770400000.0,-110310000.0,362800000.0,360100000.0,6317300000.0,4957900000.0,6323800000.0,797400000.0,7100000.0,1141600000.0,0.10960735994742894,0.03561218280614478,0.30805245174993073,0.7114230307507619,0.26433382618695583,1.2741886685895238,1.2741886685895238,0.047281500539109456,0.1150987525987526,0.9194873208379273
2021-11-30,1108500000.0,332100000,440300000.0,9688099999,3119800000.0,806400000.0,169800000.0,776900000.0,-105500000.0,363100000.0,360700000.0,6632399999.0,5221900000.0,6568300000.0,797500000.0,8900000.0,1012200000.0,0.10644913135457401,0.0342791672293101,0.29959404600811906,0.7008570139828597,0.25847810757099815,1.2701124109998276,1.2701124109998276,0.04544750777195193,0.1121440578676583,0.9146240705039934
2022-02-28,1276000000.0,430700000,562800000.0,10283700000,3286000000.0,806300000.0,612900000.0,923800000.0,-123600000.0,363100000.0,360700000.0,7237300000.0,5687900000.0,6997700000.0,797600000.0,8700000.0,1353500000.0,0.13107121119902618,0.04188181296615032,0.3375391849529781,0.7239811912225705,0.24537431527693243,1.272402820021449,1.272402820021449,0.05472738411272207,0.137526574298072,1.1861746075461306
2022-05-31,1144300000.0,296400000,394000000.0,9635200000,3085200000.0,806400000.0,421400000.0,784300000.0,-92400000.0,362100000.0,359900000.0,6581600000.0,5269200000.0,6550000000.0,797700000.0,8700000.0,1223900000.0,0.09607156748346947,0.030762205247426105,0.2590229834833523,0.6853971860526086,0.2613768961493582,1.2490700675624382,1.2490700675624382,0.04089173032215211,0.10124370438894029,0.8185584092792046
2022-08-31,1206200000.0,379200000,495600000.0,9125900000,3137400000.0,808100000.0,364300000.0,855200000.0,-112800000.0,362400000.0,362400000.0,6085400000.0,4702200000.0,5988500000.0,797800000.0,10300000.0,1230000000.0,0.12086441002103653,0.04155206609759037,0.3143757254186702,0.7090034820096169,0.2575699623892395,1.294160180341117,1.294160180341117,0.054306972462989954,0.12561145608921556,1.0463576158940397
