report_date,revenue,net_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,total_liabilities,long_term_debt,short_term_debt,cash,tax_expense,capex,depreciation,shares_diluted,shares_basic,roe,roa,net_margin,debt_equity,eps,fcf_margin
2024-09-30,14339000000.0,3188000000.0,1258027000000.0,104671000000.0,316323000000.0,-18239000000.0,-17323000000.0,1153356000000.0,295509000000.0,20814000000.0,61732000000.0,995000000.0,-916000000.0,1270000000.0,,,0.030457337753532498,0.0025341268510135316,0.22233070646488598,3.0220691500033436,,-1.271985494106981
2024-12-31,15043000000.0,3714000000.0,1215071000000.0,105428000000.0,310421000000.0,10921000000.0,11800000000.0,1109643000000.0,288776000000.0,21645000000.0,75743000000.0,1182000000.0,-879000000.0,1645000000.0,1608000000.0,1583000000.0,0.03522783321318815,0.0030566115066526975,0.24689224223891512,2.944388587472019,2.3097014925373136,0.7259855082097986
2025-03-31,16517000000.0,4315000000.0,1300296000000.0,107847000000.0,327657000000.0,-24689000000.0,-23976000000.0,1192449000000.0,303932000000.0,23725000000.0,60835000000.0,1173000000.0,-713000000.0,865000000.0,1600000000.0,1584000000.0,0.04001038508257068,0.00331847517795948,0.26124598898104984,3.0381651784472448,2.696875,-1.4947629714839257
2025-06-30,15604000000.0,3539000000.0,1353870000000.0,109270000000.0,352338000000.0,11066000000.0,11829000000.0,1244600000000.0,327771000000.0,24567000000.0,78156000000.0,1047000000.0,-763000000.0,1307000000.0,1593000000.0,1577000000.0,0.03238766358561362,0.0026139880490741356,0.22680082030248655,3.2244714926329276,2.221594475831764,0.7091771340681876
2025-09-30,17083000000.0,4610000000.0,1364806000000.0,111051000000.0,353120000000.0,-4045000000.0,-3332000000.0,1253755000000.0,332196000000.0,20924000000.0,73473000000.0,1373000000.0,-713000000.0,1348000000.0,1590000000.0,1571000000.0,0.04151245823990779,0.003377769441224614,0.26985892407656736,3.1798002719471232,2.89937106918239,-0.23678510800210736
2025-12-31,,,,,0.0,,,,,,,,,,1586000000.0,1564000000.0,,,,,,
