report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,4389200000.0,167900000,245800000.0,8222400000,889700000.0,3472200000.0,223000000.0,756500000.0,-37900000.0,-43900000.0,144900000.0,142700000.0,4665800000.0,3647200000.0,7332700000.0,3438500000.0,33700000.0,214400000.0,0.18871529729122177,0.020419828760459235,0.0382529845985601,0.17235487104711564,3.902663819264921,1.2792827374424216,1.2792827374424216,0.029893948238956997,0.05635158990348243,1.1587301587301588
2020-06-30,4365700000.0,189100000,283400000.0,8749500000,1055600000.0,3899500000.0,292800000.0,747200000.0,-39700000.0,-56300000.0,144300000.0,142400000.0,5235800000.0,3561500000.0,7693900000.0,3861600000.0,37900000.0,958400000.0,0.17913982569154982,0.021612663580776046,0.04331493231326019,0.17115239251437342,3.6941076165214097,1.4701109083251438,1.4701109083251438,0.032390422309846276,0.05719359851466166,1.3104643104643106
2020-09-30,4756400000.0,193200000,317800000.0,9223700000,1238500001.0,3930900000.0,222600000.0,825500000.0,-40200000.0,-56900000.0,144800000.0,142700000.0,5759600000.0,3836600000.0,7985200000.0,3858600000.0,72300000.0,1249500000.0,0.15599515530400068,0.020946041176534362,0.04061895551257253,0.17355563030863677,3.1739200620315544,1.501225043006829,1.501225043006829,0.034454719906328264,0.06147715400985082,1.3342541436464088
2020-12-31,4956200000.0,238300000,332200000.0,9344700000,1297100000.0,3927200000.0,575900000.0,880900000.0,-37100000.0,-56700000.0,145200000.0,142600000.0,5953500000.0,3898300000.0,8047600000.0,3856300000.0,70900000.0,1410200000.0,0.1837175237067304,0.025501086177191348,0.04808119123522053,0.1777369759089625,3.02767712589623,1.5272041659184772,1.5272041659184772,0.03554956285381018,0.06358746626342285,1.6411845730027548
2021-03-31,4837500000.0,232600000,323400000.0,9053500000,1170300000.0,3930700000.0,344600000.0,795200000.0,-35600000.0,-56300000.0,143100000.0,141100000.0,5469800000.0,3709300000.0,7883200000.0,3911100000.0,19600000.0,878600000.0,0.19875245663505084,0.025691721433699674,0.048082687338501295,0.16438242894056848,3.3587114415107235,1.4746178524249858,1.4746178524249858,0.03572099188159275,0.06339933346402667,1.6254367575122293
2021-06-30,5146400000.0,274100000,369900000.0,8990900000,1048800000.0,3929000000.0,300000.0,882800000.0,-35500000.0,-97100000.0,141700000.0,140100000.0,5421600000.0,3770100000.0,7942100000.0,3909200000.0,19800000.0,501200000.0,0.26134630053394353,0.03048638067379239,0.05326053163376341,0.17153738535675422,3.746186117467582,1.438052041059919,1.438052041059919,0.041141598727602355,0.07430993611635663,1.9343683839096684
2021-09-30,5300000000.0,266600000,386400000.0,9011600000,837000000.0,4066200000.0,291800000.0,914900000.0,-36400000.0,-83800000.0,139400000.0,137300000.0,5292200000.0,3833200000.0,8174600000.0,4037700000.0,28500000.0,245100000.0,0.31851851851851853,0.029584091615251454,0.05030188679245283,0.17262264150943396,4.858064516129033,1.3806219346759887,1.3806219346759887,0.042878068267566245,0.07880567792462066,1.9124820659971307
2021-12-31,5536900000.0,215300000,339300000.0,13199400000,705700000.0,6858500000.0,147900000.0,975600000.0,-43400000.0,-72000000.0,133400000.0,130700000.0,6478100000.0,5096000000.0,12493700000.0,6755800000.0,102700000.0,258100000.0,0.30508714751310756,0.016311347485491765,0.038884574400838014,0.17619967852047175,9.718719002408955,1.271212715855573,1.271212715855573,0.025705713896086186,0.044856032362972954,1.6139430284857572
2022-03-31,5949100000.0,250200000,386900000.0,13513799999,893100000.0,6598700000.0,380800000.0,1104100000.0,-56000000.0,-80200000.0,137700000.0,135500000.0,6870799999.0,5464599999.0,12620699999.0,6514800000.0,83900000.0,386900000.0,0.28014779979845483,0.018514407495931154,0.04205678169807198,0.18559109781311459,7.388534318665323,1.2573289902751033,1.2573289902751033,0.02862999304626604,0.05164312982193865,1.8169934640522876
2022-06-30,6145800000.0,279300000,435300000.0,13653100000,1106200000.0,6586900000.0,380300000.0,1168200000.0,-57700000.0,-97900000.0,136800000.0,135200000.0,7039800000.0,5415600000.0,12546900000.0,6481400000.0,105500000.0,541600000.0,0.25248598806725725,0.020456892573847696,0.04544567021380455,0.19008103094796447,5.954529018260712,1.2999113671615334,1.2999113671615334,0.03188286909200108,0.05658317193329087,2.0416666666666665
