report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,tax_expense,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps
2020-03-31,1133054000.0,165540000,223729000.0,25351914000,6520282000.0,1804922000.0,343554000.0,-37381000.0,109132244.0,107285223.0,18831632000.0,1346795000.0,458127000.0,90370000.0,0.025388472461773892,0.006529684504294232,0.14610071541162203,0.2768165548667987,0.00882493526918717,0.02687369582775389,1.516875250911179
2020-06-30,1180884000.0,173048000,235054000.0,27534180000,7848369000.0,2103180000.0,425748000.0,-39193000.0,107134017.0,106441311.0,19685811000.0,1272104000.0,831076000.0,114031000.0,0.022048912328153786,0.0062848430568842074,0.14654106584558688,0.2679766968143317,0.00853680770591316,0.023619840489154,1.6152479375434976
2020-09-30,1195042000.0,188945000,253212000.0,28041893000,8224908000.0,1947264000.0,309314000.0,-42593000.0,107053111.0,106146809.0,19816985000.0,1667506000.0,279758000.0,80101000.0,0.022972293428692454,0.006737954531101021,0.15810741379800877,0.23675207066145906,0.009029775557591636,0.024892618803535764,1.7649650555227676
2020-12-31,1228941000.0,204240000,271393000.0,29046731000,8771092000.0,1922804000.0,397818000.0,-45744000.0,105579004.0,104427725.0,20275639000.0,1667886000.0,254918000.0,94847000.0,0.02328558405270404,0.00703142808049553,0.16619186763237617,0.21922059419739298,0.00934332335022485,0.025378309271008433,1.934475532654201
2021-03-31,1266560000.0,178517000,239972000.0,28112896000,7832337000.0,1943241000.0,371830000.0,-40277000.0,104837717.0,103482944.0,20280559000.0,1668322000.0,274919000.0,81504000.0,0.022792303242314522,0.006350003927023384,0.14094634284992422,0.24810487597762967,0.008536011373570336,0.024548113676756505,1.7027936615597992
2021-06-30,1271111000.0,199618000,267012000.0,29580057000,8616922000.0,2246062000.0,330209000.0,-45625000.0,104149724.0,102873629.0,20963135000.0,1986116000.0,259946000.0,138072000.0,0.02316581257205299,0.0067483980845608246,0.15704214659459323,0.26065711166934086,0.009026757453509978,0.024579986493582243,1.916644541468012
2021-09-30,1277838000.0,188871000,251681000.0,29496578000,8608151000.0,1939787000.0,357983000.0,-41924000.0,102381017.0,101498408.0,20888427000.0,1546194000.0,393593000.0,96325000.0,0.021940948758914662,0.006403149545008238,0.1478051208369136,0.22534304986053336,0.008532549097729235,0.023860682533401314,1.8447853472680389
2021-12-31,1296529000.0,464108000,599432000.0,29768048000,8642806000.0,2026138000.0,377658000.0,-115671000.0,93070178.0,94298691.0,21125242000.0,1546494000.0,479644000.0,92163000.0,0.05369876403566157,0.015590810657117994,0.3579619121515986,0.23443057729168051,0.020136758715250662,0.05618475455490253,4.986645668605039
2022-03-31,1302626000.0,237484000,503138000.0,27850328000,6894020000.0,2068937000.0,397133000.0,-56692000.0,100220122.0,99012651.0,20956308000.0,1546858000.0,522079000.0,127628000.0,0.034447825796850025,0.008527152714323508,0.18231173030478434,0.30010603392505386,0.018065783641758187,0.056135268751149874,2.3696239363987206
2022-06-30,1291764000.0,223973000,298277000.0,26043167000,5323110000.0,2122269000.0,296257000.0,-52476000.0,98884916.0,98335556.0,20720057000.0,1627143000.0,495126000.0,172257000.0,0.04207559114878332,0.008600067726018115,0.17338538618509264,0.3986896757722459,0.011453176950406992,0.040062030421822714,2.264986502086931
2022-09-30,1297237000.0,190586000,258741000.0,24838788000,4361598000.0,2062284000.0,356997000.0,-44190000.0,98884916.0,98335556.0,20477190000.0,1627547000.0,434737000.0,85586000.0,0.04369637000016966,0.0076729186625369965,0.1469168702403647,0.47282761960180647,0.01041681260776492,0.04027798144486465,1.9273515891948576
2022-12-31,1335113000.0,242343000,321368000.0,25986797000,3949577000.0,2077055000.0,371807000.0,-54367000.0,106448682.0,106469909.0,22037220000.0,1627952000.0,449103000.0,92559000.0,0.06135922910225576,0.009325620237076544,0.18151497288993515,0.5258930260126591,0.012366587540588399,0.05332464301785807,2.2766181360516984
2023-03-31,1321318000.0,223610000,299101000.0,26860123000,3846291000.0,2142601000.0,477330000.0,-50624000.0,97911000.0,96383621.0,23013832000.0,1628354000.0,514247000.0,172108000.0,0.05813652685145248,0.008324980492457165,0.16923253902542765,0.5570563953689411,0.011135503735407318,0.04994262711700261,2.283808765103002
2023-06-30,1326406000.0,215260000,290324000.0,26707958000,3980306000.0,2056349000.0,326811000.0,-49246000.0,96251000.0,95247788.0,22727652000.0,1798117000.0,258232000.0,75011000.0,0.05408126912855444,0.008059770050559462,0.1622881681777676,0.5166308821482569,0.010870318127653189,0.04809352199189783,2.236444296682632
2023-09-30,1384118000.0,257083000,344770000.0,26166027000,4623131000.0,2246120000.0,286887000.0,-61732000.0,95818000.0,94515809.0,21542896000.0,1798583000.0,447537000.0,85546000.0,0.055607985151188664,0.009825068207718352,0.18573777669244962,0.48584390102724756,0.013176245671534314,0.05019033370596008,2.68303450291177
2023-12-31,1415691000.0,274802000,362387000.0,28051499000,4486803000.0,2115672000.0,391397000.0,-61909000.0,95475364.0,94246678.0,23564696000.0,1629559000.0,486113000.0,103156000.0,0.061246727346843624,0.00979633922593584,0.19411156813174626,0.4715321800399973,0.012918632262753587,0.05488653876008618,2.878250351577607
2024-03-31,1416139000.0,254217000,343544000.0,28570593000,5039161000.0,2363522000.0,350806000.0,-60706000.0,95114515.0,93865606.0,23531432000.0,1629978000.0,733544000.0,83547000.0,0.0504482789893,0.008897855217775844,0.17951415786162234,0.4690308565255208,0.012024391653333901,0.046408038815116084,2.67274663598926
2024-06-30,1440246000.0,258355000,353727000.0,28298806000,5227754000.0,2285002000.0,374117000.0,-63968000.0,90860151.0,91441350.0,23071052000.0,1630396000.0,654606000.0,87914000.0,0.049419884715309864,0.009129537126054011,0.17938254992549885,0.4370905746521355,0.012499714652271902,0.04708352034859112,2.8434357323487167
2024-09-30,1455407000.0,302994000,408346000.0,29556820000,4638625000.0,2761094000.0,340590000.0,-73964000.0,88087041.0,87874488.0,24918195000.0,2323676000.0,437418000.0,134549000.0,0.06531978765259101,0.010251238123722375,0.20818506438405202,0.5952397531596109,0.013815626985582346,0.05518398739195367,3.4397114099904886
2024-12-31,1466277000.0,255196000,348112000.0,29076181000,5305520000.0,2739652000.0,336927000.0,-57237000.0,84678131.0,83932852.0,23770661000.0,2324251000.0,415401000.0,165325000.0,0.048100091979674,0.008776806004887644,0.17404351292422918,0.5163776594942626,0.011972411369980122,0.04326967776450274,3.013717910235879
