report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,2294980000.0,203711000,286483000.0,11423374000,5530391000.0,0.0,204615000.0,585101000.0,-60058000.0,271218000.0,270000000.0,10104407000.0,5820437000.0,5892983000.0,,,1816778000.0,0.03683482777257521,0.01783282242181688,0.08876373650315035,0.2549481912696407,0.0,1.736022054701391,1.736022054701391,0.02507866765108102,0.05180158147950118,0.7510969035978438
2020-06-30,2593781000.0,348620000,462295000.0,10958485000,5851668000.0,0.0,603257000.0,693531000.0,-108389000.0,269025000.0,268324000.0,9706232000.0,4960088000.0,5106817000.0,,,1658530000.0,0.0595761755451608,0.0318127916404503,0.13440610444752274,0.2673822500820231,0.0,1.9568668942970366,1.9568668942970366,0.0421860321020652,0.07900226055203405,1.2958646965895362
2020-09-30,2954957000.0,416398000,488650000.0,11365022000,6240015000.0,0.0,458753000.0,802714000.0,-67769000.0,268961000.0,268363000.0,10156613000.0,5109238000.0,5125007000.0,,,2067276000.0,0.06673028830860182,0.03663855644098181,0.14091507930572256,0.2716499766324857,0.0,1.9878919322215955,1.9878919322215955,0.04299595724495738,0.0783091066287501,1.5481724116135798
2020-12-31,3192364000.0,438111000,529284000.0,12205498000,6569989000.0,3164123000.0,517717000.0,872287000.0,-85639000.0,268452000.0,267525000.0,10919012000.0,5531961000.0,5635509000.0,,3164123000.0,2582205000.0,0.06668367329077719,0.03589456161477393,0.13723716969618752,0.2732417105317564,0.4816024806129812,1.973804949094905,1.973804949094905,0.04336439201415624,0.05437414321922739,1.631990076438246
2021-03-31,2729791000.0,304107000,458160000.0,11445741000,6685274000.0,270819000.0,176748000.0,769520000.0,-89945000.0,266012000.0,265407000.0,10146110000.0,4649583000.0,4760467000.0,,270819000.0,1579586000.0,0.045489085413701814,0.026569446224582575,0.11140303415169879,0.2818970390040849,0.04050978314426604,2.1821548297987152,2.1821548297987152,0.04002886313782568,0.0658645593151213,1.1432078252108928
2021-06-30,3359484000.0,503399000,640097000.0,12082020000,6958468000.0,352627000.0,255320000.0,952794000.0,-136074000.0,262747000.0,262099000.0,10719797000.0,5008033000.0,5123552000.0,,352627000.0,1663270000.0,0.07234336638466973,0.04166513546575821,0.14984414273144328,0.2836131977410817,0.05067595338514167,2.140520439861319,2.140520439861319,0.052979303129774655,0.08755145433071243,1.9159076982800944
2021-09-30,3479050000.0,475549000,620402000.0,12571851000,7141752000.0,2536427000.0,116157000.0,988493000.0,-144853000.0,264371000.0,263744000.0,11162084000.0,5308194000.0,5430099000.0,,2536427000.0,1568324000.0,0.06658716236576123,0.03782649030759273,0.13668932610913898,0.28412727612422933,0.3551547295397544,2.1028025727771067,2.1028025727771067,0.04934850086912421,0.0641031747811236,1.7987941188708292
2021-12-31,4168671000.0,663265000,858327000.0,13352631000,7489515000.0,2655166000.0,455796000.0,1240101000.0,-192652000.0,258899000.0,258147000.0,11857549000.0,3042431000.0,5863116000.0,2655166000.0,,1779088000.0,0.08855913900966884,0.04967298205125267,0.15910706313834794,0.2974811396725719,0.35451774914664036,3.897392907185077,3.897392907185077,0.06428148879423089,0.0846085746806627,2.561867755379511
2022-03-31,3149519000.0,454723000,602031000.0,13164240000,7413264000.0,2426247000.0,207666000.0,974539000.0,-145170000.0,252224000.0,251636000.0,11592034000.0,5579451000.0,5750976000.0,,2426247000.0,1145007000.0,0.06133910784777124,0.03454229032591323,0.14437855431257915,0.30942470897937113,0.32728458071910027,2.0776298599987704,2.0776298599987704,0.04573230205465716,0.06118505279378213,1.8028538124841411
2022-06-30,3879752000.0,652435000,868071000.0,13700336000,7745216000.0,2472928000.0,-105323000.0,1219327000.0,-212138000.0,237646000.0,236328000.0,12015337000.0,5787275000.0,5955120000.0,,2472928000.0,662780000.0,0.08423716007403796,0.047621824749407606,0.16816409914860536,0.31427962405844495,0.3192845751493567,2.076164861700887,2.076164861700887,0.06336129274493706,0.08495388203571999,2.745407033991736
