report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,3534300000.0,1399100000,1890300000.0,26119200000,12536900000.0,5961700000.0,1467300000.0,3080000000.0,-292000000.0,-71500000.0,173100000.0,172800000.0,8007200000.0,4638600000.0,13582300000.0,4459900000.0,1501800000.0,3860400000.0,0.11159856104778693,0.053565959141168185,0.39586339586339586,0.8714596949891068,0.4755322288604041,1.7262104945457681,1.7262104945457681,0.07237204814848847,0.10218611138140184,8.082611207394569,1818800000.0,3.2778205410160544
2020-06-30,3681600000.0,1542100000,1984500000.0,25511800000,11289200000.0,7423800000.0,1948500000.0,3270500000.0,-446100000.0,-61500000.0,160900000.0,160600000.0,8493800000.0,3447100000.0,14222600000.0,7423800000.0,0.0,4327600000.0,0.13659958190128618,0.06044653846455366,0.41886679704476315,0.8883365927857453,0.6576019558516104,2.4640422384032954,2.4640422384032954,0.07778753361189723,0.10604927056057287,9.584213797389683,1923000000.0,3.8605304212168488
2020-09-30,3376100000.0,701500000,1057400000.0,24934100000,10744500000.0,7425000000.0,1181100000.0,2927000000.0,-240800000.0,-82600000.0,157200000.0,156900000.0,7843100000.0,3804000000.0,14189600000.0,7425000000.0,,3579800000.0,0.06528921773930849,0.02813416165010969,0.2077841296170137,0.866976689079115,0.6910512355158454,2.061803364879075,2.061803364879075,0.04240778692633783,0.05819642808002422,4.462468193384224,974800000.0,7.616947066064834
2020-12-31,2852600000.0,357900000,211800000.0,24618899999,10686100000.0,7426200000.0,-367100000.0,2362000000.0,-13300000.0,215600000.0,154000000.0,153300000.0,6887099999.0,3742200000.0,13932800000.0,7426200000.0,,2610100000.0,0.033492106568345795,0.014537611347969959,0.12546448853677347,0.8280165463086308,0.6949401559034634,1.8403880067874512,1.8403880067874512,0.008603146363509465,0.011693710903640069,2.324025974025974,427400000.0,17.375292466073937
2021-03-31,2694000000.0,410200000,1106700000.0,23854700000,10663200000.0,7267200000.0,769000000.0,2215900000.0,-44200000.0,,152300000.0,151900000.0,6719500000.0,3165800000.0,13191500000.0,7267200000.0,,2537500000.0,0.03846875234451197,0.017195772740801602,0.15226429101707498,0.8225315515961396,0.6815214944857079,2.1225282708951925,2.1225282708951925,0.04639337321366439,0.061721991701244816,2.6933683519369667,,
2021-06-30,2775000000.0,448500000,1092900000.0,24470400000,11214800000.0,7269200000.0,1227300000.0,2315300000.0,409100000.0,,150000000.0,149800000.0,7183700000.0,3347200000.0,13255600000.0,7269200000.0,,3050800000.0,0.039991796554552914,0.018328265986661436,0.1616216216216216,0.8343423423423424,0.6481791917822877,2.146181883365201,2.146181883365201,0.04466212240094154,0.0591268123782731,2.99,,
2021-09-30,2778900000.0,329200000,910600000.0,23806700000,10881700000.0,7271100000.0,805300000.0,2267100000.0,25900000.0,,148600000.0,148000000.0,7162300000.0,4211600000.0,12925000000.0,6272300000.0,998800000.0,2955100000.0,0.030252625968368915,0.013828040005544658,0.11846414048724316,0.8158264061319227,0.6681952268487461,1.7006125937885839,1.7006125937885839,0.038249736418739265,0.05016306024414966,2.215343203230148,,
2021-12-31,2733800000.0,368200000,-295000000.0,23877300000,10959700000.0,7273100000.0,838300000.0,2073700000.0,-443200000.0,-881300000.0,143500000.0,142300000.0,7856500000.0,4298200000.0,12917600000.0,6274000000.0,999100000.0,3802500000.0,0.03359581010429118,0.01542050399333258,0.1346843221888946,0.758541224668959,0.6636221794392182,1.8278581731887766,1.8278581731887766,-0.012354830738818878,-0.016179632310999958,2.5658536585365854,-1176300000.0,-6.183031539573238
2022-03-31,2531800000.0,303800000,591300000.0,23614400000,11220700000.0,7275200000.0,161800000.0,1777900000.0,-125600000.0,,147500000.0,147000000.0,7915900000.0,3946600000.0,12393700000.0,6275700000.0,999500000.0,3751700000.0,0.02707495967274769,0.012865031506199607,0.11999368038549649,0.7022276641124892,0.6483730961526465,2.0057517863477425,2.0057517863477425,0.0250398062199336,0.0319692472385772,2.0596610169491525,,
2022-06-30,2589100000.0,1058000000,1003900000.0,25081400000,11863400000.0,7277200000.0,736500000.0,2105100000.0,-216700000.0,,147600000.0,147100000.0,9740900000.0,5018000000.0,13218000000.0,6277400000.0,999800000.0,4797900000.0,0.08918185343156262,0.04218265328091733,0.40863620563130043,0.8130624541346414,0.6134160527336177,1.9411917098445597,1.9411917098445597,0.04002567639764926,0.05244872156567715,7.168021680216802,,
2022-09-30,2508500000.0,1134700000,982500000.0,24854200000,12766800000.0,6279200000.0,661000000.0,2039000000.0,-236200000.0,,146200000.0,145900000.0,9765800000.0,3926400000.0,12087400000.0,6279200000.0,,4911100000.0,0.08887896732149012,0.04565425561876866,0.4523420370739486,0.8128363563882799,0.4918382053451139,2.487214751426243,2.487214751426243,0.03953054212165348,0.05158563477895621,7.761285909712722,,
2022-12-31,2544000000.0,550400000,517400000.0,24554100000,13388400000.0,6281000000.0,-175000000.0,1973100000.0,-54300000.0,,157100000.0,156400000.0,10496900000.0,3272800000.0,11165700000.0,6281000000.0,,5598500000.0,0.041110214812823044,0.022415808357870985,0.21635220125786164,0.7755896226415094,0.4691374622807804,3.207314837448057,3.207314837448057,0.021071837289902706,0.026304818652322898,3.503500954805856,,
2023-03-31,2463000000.0,387900000,624600000.0,24598400000,13787000000.0,6282700000.0,455300000.0,1800200000.0,-50700000.0,,145200000.0,144400000.0,9762500000.0,3014900000.0,10811400000.0,6282700000.0,,5041300000.0,0.028135199825922972,0.015769318329647456,0.15749086479902558,0.7308972797401543,0.45569739609777327,3.23808418189658,3.23808418189658,0.025391895407831405,0.03112154142812299,2.6714876033057853,,
2023-06-30,2456000000.0,591600000,731100000.0,25156800000,14460500000.0,6284600000.0,487000000.0,1863300000.0,-114800000.0,,145500000.0,144700000.0,10431700000.0,3186500000.0,10696300000.0,6284600000.0,,6078300000.0,0.040911448428477576,0.023516504483877123,0.24087947882736158,0.7586726384364821,0.434604612565264,3.273717244625765,3.273717244625765,0.02906172486166762,0.03524205716048609,4.065979381443299,,
2023-09-30,2530300000.0,-68100000,346200000.0,28193200000,14479700000.0,7286400000.0,592400000.0,1870700000.0,72900000.0,,145700000.0,144800000.0,8454100000.0,5022300000.0,13713500000.0,6786400000.0,500000000.0,2287900000.0,-0.004703136114698509,-0.002415476072244371,-0.02691380468719124,0.7393194482867644,0.5032148456114423,1.6833124265774646,1.6833124265774646,0.012279556772555085,0.01590546767680016,-0.4673987645847632,,
2023-12-31,2386300000.0,249700000,605200000.0,26844800000,14799400000.0,6938200000.0,12500000.0,1768000000.0,-42700000.0,,145900000.0,144900000.0,6859300000.0,3434300000.0,12045400000.0,6788200000.0,150000000.0,1049900000.0,0.01687230563401219,0.009301615210394564,0.10463898084901312,0.7408959477014625,0.4688163033636499,1.997292024575605,1.997292024575605,0.022544403385385624,0.027841160017665244,1.7114461960246745,,
2024-03-31,2290500000.0,393400000,721400000.0,26567600000,15213000000.0,6540100000.0,553200000.0,1748300000.0,-71400000.0,,145900000.0,145200000.0,6756200000.0,3222800000.0,11354600000.0,6290100000.0,250000000.0,1074400000.0,0.02585946230197857,0.01480750989927581,0.17175289238157607,0.7632831259550317,0.4299020574508644,2.0963758222663524,2.0963758222663524,0.027153374787334948,0.033163089398752364,2.696367374914325,,
2024-06-30,2464900000.0,583600000,859700000.0,26804100000,15889100000.0,6292000000.0,625800000.0,1918900000.0,-115100000.0,,145900000.0,145600000.0,7108500000.0,3108200000.0,10915000000.0,6292000000.0,,1908900000.0,0.03672958191464589,0.021772788491312898,0.2367641689318025,0.778489999594304,0.39599473853144607,2.2870149926002186,2.2870149926002186,0.032073451449591665,0.038758222089977507,4.0,,
2024-09-30,2465800000.0,388500000,722500000.0,28313200000,16358900000.0,6293900000.0,935600000.0,1827100000.0,-62500000.0,,146100000.0,145700000.0,6830500000.0,5425000000.0,11954300000.0,4545800000.0,1748100000.0,1699200000.0,0.023748540549792467,0.01372151505304946,0.15755535728769568,0.7409765593316571,0.3847385826675388,1.2590783410138249,1.2590783410138249,0.025518132885014762,0.03189451193671423,2.6591375770020536,,
2024-12-31,2454700000.0,266700000,677900000.0,28049300000,16716000000.0,6295800000.0,760900000.0,1871200000.0,-24800000.0,,145700000.0,145900000.0,7456800000.0,10076000000.0,11333300000.0,,6295800000.0,2375000000.0,0.015954773869346732,0.009508258673121968,0.10864871471055526,0.7622927445308999,0.37663316582914574,0.7400555776101627,0.7400555776101627,0.02416816105927777,0.029458799398569428,1.8304735758407686,,
