report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,391847000.0,72793000,75864000.0,4684597000,3462811000.0,745000000.0,131464000.0,312938000.0,1651000.0,-5563000.0,-11484000.0,367760000.0,364710000.0,2070390000.0,236679000.0,1221786000.0,745000000.0,1927923000.0,0.02102136096945516,0.015538796613668155,0.18576893532424646,0.7986229319096484,0.215143130826372,8.747670896023727,8.747670896023727,0.01619434926846429,0.01802932688754319,0.19793615401348705,64380000.0,11.571916744330537
2020-06-30,397159000.0,60360000,81319000.0,6479030000,5224321000.0,745000000.0,117182000.0,323119000.0,-3596000.0,-16889000.0,-14935000.0,377340000.0,375240000.0,3690648000.0,263365000.0,1254709000.0,745000000.0,3548405000.0,0.011553654532330614,0.00931620937084718,0.15197943392948415,0.8135759229930581,0.14260226352860017,14.013433827577696,14.013433827577696,0.012551107187341315,0.013622822428212522,0.15996183813006837,66384000.0,11.222583755121716
2020-09-30,425620000.0,58186000,76809000.0,6797325000,5318058000.0,986413000.0,106692000.0,347755000.0,-7537000.0,-10748000.0,-18258000.0,394010000.0,391590000.0,4007233000.0,245111000.0,1479267000.0,986413000.0,3867805000.0,0.010941211998816109,0.008560132110793584,0.13670880127813542,0.8170551195902448,0.18548368596205608,16.348646123592985,16.348646123592985,0.011299886352351844,0.012183258516059475,0.14767645491231188,58551000.0,16.847073491486054
2020-12-31,444393000.0,35789000,218126000.0,6915420000,5375359000.0,986715000.0,130768000.0,366239000.0,-7913000.0,-10652000.0,-17780000.0,393930000.0,391380000.0,3888512000.0,330850000.0,1540061000.0,986715000.0,3755912000.0,0.006657973913928353,0.00517524604434727,0.08053457187669473,0.8241331434113499,0.18356262344524338,11.753096569442345,11.753096569442345,0.03154197431247849,0.034285360402912635,0.09085116645089229,200346000.0,4.925054655446078
2021-03-31,457697000.0,74212000,147993000.0,6941971000,5446925000.0,987018000.0,87853000.0,368949000.0,-7878000.0,-19069000.0,-18419000.0,383260000.0,380730000.0,3822327000.0,290135000.0,1495046000.0,987018000.0,3690296000.0,0.013624567990196304,0.010690335640987264,0.16214220324800033,0.8060987946173997,0.18120646052589304,13.174305064883589,13.174305064883589,0.021318585168390938,0.023001913445611814,0.19363356468193915,129574000.0,7.617407813295877
2021-06-30,480333000.0,61148000,149584000.0,7075614000,5527227000.0,987325000.0,132436000.0,390767000.0,-7877000.0,-32833000.0,-18345000.0,383260000.0,380730000.0,3817931000.0,328678000.0,1548387000.0,987325000.0,3674909000.0,0.011063052051236543,0.008642076857216914,0.12730334996762663,0.813533527781768,0.17862935609483743,11.616022368397033,11.616022368397033,0.021140780149962957,0.022961517537967307,0.1595470437822888,131239000.0,7.523106698466157
2021-09-30,499319000.0,64304000,142875000.0,7131316000,5603423000.0,987633000.0,98929000.0,406722000.0,-7943000.0,-19031000.0,-19121000.0,394295000.0,392419000.0,3914837000.0,321517000.0,1527893000.0,987633000.0,3761587000.0,0.01147584253410817,0.009017129517188693,0.12878340299487903,0.8145534217604378,0.17625529966236708,12.176143096632526,12.176143096632526,0.02003487154404601,0.021677103031744836,0.16308601427864924,123754000.0,7.980614768007499
2021-12-31,506751000.0,92936000,192848000.0,7256871000,5711672000.0,987944000.0,150482000.0,420462000.0,-7902000.0,-40467000.0,-18915000.0,394295000.0,392419000.0,3993159000.0,338689000.0,1545199000.0,987944000.0,3827126000.0,0.016271242466304087,0.012806621476391134,0.18339579004284157,0.8297211056317599,0.17296931616521397,11.790046325685216,11.790046325685216,0.026574538806050155,0.028784933345433528,0.23570169543108585,173933000.0,5.6800262169916005
2022-03-31,515825000.0,89318000,182296000.0,7357442000,5797298000.0,988257000.0,130707000.0,420346000.0,-7718000.0,-32103000.0,-16092000.0,394532000.0,392538000.0,4100258000.0,370195000.0,1560144000.0,988257000.0,3929097000.0,0.015406832631339634,0.012139817072292246,0.17315562448504823,0.8149004022682111,0.17046855276371856,11.075941058091006,11.075941058091006,0.024777089646102545,0.026865304311880164,0.2263897478531526,166204000.0,5.946048229886164
2022-06-30,536308000.0,83473000,161770000.0,7420748000,5884353000.0,988572000.0,81392000.0,435337000.0,-3399000.0,-24654000.0,-14878000.0,394478000.0,393342000.0,4180761000.0,349950000.0,1536395000.0,988572000.0,3964116000.0,0.014185586758646193,0.01124859650267062,0.15564377186243725,0.8117294539704797,0.1680001182797837,11.946738105443634,11.946738105443634,0.021799689195752234,0.023537285798986604,0.21160368892561815,146892000.0,6.729924025814884
2022-09-30,556921000.0,72290000,142241000.0,8205863000,6706912000.0,988890000.0,81490000.0,448557000.0,10656000.0,-25084000.0,-29651000.0,396209000.0,394712000.0,5006587000.0,325906000.0,1498951000.0,988890000.0,4774465000.0,0.010778432757131747,0.008809554826835398,0.12980297025969573,0.8054230312737354,0.14744341360077484,15.362058384933079,15.362058384933079,0.017334069554902392,0.018482933942427313,0.1824542097731248,112590000.0,8.783106847855048
2022-12-31,573346000.0,124419000,185593000.0,8402500000,6870000000.0,989200000.0,185111000.0,464160000.0,32561000.0,-35159000.0,-12979000.0,405789000.0,404544000.0,5195600000.0,372700000.0,1532500000.0,989200000.0,4968000000.0,0.01811048034934498,0.014807378756322523,0.21700508942244298,0.8095635096433916,0.14398835516739447,13.940434665951168,13.940434665951168,0.022087831002677773,0.023614744503257328,0.3066100855370648,172614000.0,5.7307055047678634
2023-03-31,584400000.0,87100000,138800000.0,8516912000,6965609000.0,989533000.0,123200000.0,465200000.0,43500000.0,-29200000.0,-10600000.0,406157000.0,404490000.0,5307358000.0,401021000.0,1551303000.0,989533000.0,5055646000.0,0.012504290723180126,0.010226711277514667,0.14904175222450378,0.7960301163586585,0.14205979692515042,13.23461364866179,13.23461364866179,0.016296986513421766,0.017447834369267074,0.2144490923460632,128200000.0,7.718666146645866
2023-06-30,605900000.0,100500000,142500000.0,8691674000,7101072000.0,989858000.0,175200000.0,493500000.0,51900000.0,-31100000.0,-10400000.0,406751000.0,405429000.0,5454608000.0,442775000.0,1590602000.0,989858000.0,5205295000.0,0.014152792705101428,0.011562789860733388,0.16586895527314738,0.8144908400726193,0.13939557295011232,12.319141776297217,12.319141776297217,0.01639500054880107,0.017612314035592942,0.24707990883857692,132100000.0,7.493247539742619
2023-09-30,624700000.0,90600000,129500000.0,8771655000,7210162000.0,990185000.0,42600000.0,501000000.0,58400000.0,-29900000.0,-10200000.0,407229000.0,405649000.0,5508446000.0,413063000.0,1561493000.0,990185000.0,5229880000.0,0.012565598387387135,0.010328723598910353,0.1450296142148231,0.8019849527773332,0.13733186577499923,13.335607401292297,13.335607401292297,0.014763462539281355,0.0157920146549896,0.22247924386524534,119300000.0,8.299958088851634
2023-12-31,640100000.0,96500000,139100000.0,8919700000,7338600000.0,990500000.0,148500000.0,503800000.0,59700000.0,-36300000.0,-10900000.0,407463000.0,405632000.0,5476100000.0,455800000.0,1581100000.0,990500000.0,5215900000.0,0.013149647071648543,0.010818749509512652,0.15075769411029527,0.7870645211685674,0.13497124792194695,12.014260640631855,12.014260640631855,0.015594694888841553,0.016700483845793663,0.23683131965356363,128200000.0,7.726209048361935
2024-03-31,656400000.0,6700000,39600000.0,9034500000,7342600000.0,990800000.0,139600000.0,515200000.0,56200000.0,-4800000.0,-11000000.0,407300000.0,405600000.0,5220500000.0,573800000.0,1691900000.0,990800000.0,4951600000.0,0.0009124833165363767,0.0007416016381648127,0.010207190737355272,0.7848872638634978,0.13493857761555852,9.098117811084002,9.098117811084002,0.004383197741989042,0.004751961984304126,0.016449791308617727,28600000.0,34.64335664335665
