report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,8743000000.0,1213000000.0,1348000000.0,1089756000000.0,92379000000.0,759089000000.0,,-53031000000.0,-135000000.0,,361100000.0,358000000.0,997377000000.0,225476000000.0,533613000000.0,105489000000.0,,0.013130689875404583,0.001113093206185605,0.13873956307903465,8.217116444213511,0.0012369741483414635,0.001583148162937421,3.3591802824702297,,,
2020-06-30,13295000000.0,373000000.0,1291000000.0,1141523000000.0,90029000000.0,759148000000.0,,-11647000000.0,-918000000.0,,355700000.0,355700000.0,1051494000000.0,222627000000.0,536521000000.0,132599000000.0,,0.004143109442512968,0.0003267564473076758,0.028055660022564873,8.432260715991514,0.001130945237196272,0.0015202955332045028,1.0486364914253585,,,
2020-09-30,10781000000.0,3367000000.0,4299000000.0,1132059000000.0,92650000000.0,755010000000.0,,34936000000.0,-932000000.0,,359900000.0,355900000.0,1039409000000.0,213936000000.0,541074000000.0,153201000000.0,,0.036341068537506745,0.0029742266083304845,0.3123086912160282,8.149055585536967,0.0037975052537014414,0.005071608899794729,9.35537649347041,,,
2020-12-31,11741000000.0,4506000000.0,5541000000.0,1163028000000.0,95932000000.0,594025000000.0,,11207000000.0,-1035000000.0,,364500000.0,356000000.0,1067096000000.0,266351000000.0,327674000000.0,155842000000.0,,0.04697077096276529,0.0038743693187094377,0.3837833233966442,6.1921465204519865,0.0047642877041653335,0.008030935261182943,12.362139917695472,,,
2021-03-31,17704000000.0,6836000000.0,8337000000.0,1301548000000.0,97664000000.0,670934000000.0,,-5183000000.0,-1501000000.0,,360900000.0,356600000.0,1203884000000.0,219044000000.0,451890000000.0,191155000000.0,,0.06999508519003932,0.0052522073715299015,0.386127428829643,6.869818971166448,0.006405449510890109,0.010847022760923135,18.941535051260736,,,
2021-06-30,15388000000.0,5486000000.0,6840000000.0,1387922000000.0,101890000000.0,717245000000.0,,20467000000.0,-1354000000.0,,360900000.0,356600000.0,1286032000000.0,238930000000.0,478315000000.0,240289000000.0,,0.053842379036215526,0.003952671691925051,0.3565115674551599,7.0394052409461185,0.004928230837179611,0.008350271933197824,15.200886672208368,,,
2021-09-30,13608000000.0,5378000000.0,6842000000.0,1443230000000.0,106297000000.0,724597000000.0,,-39260000000.0,-1464000000.0,,353900000.0,348300000.0,1336933000000.0,291770000000.0,432827000000.0,211830000000.0,,0.050594090143654104,0.0037263637812406892,0.3952087007642563,6.816721073971984,0.004740755111797842,0.008234504040226551,15.196383159084487,,,
2021-12-31,12639000000.0,3935000000.0,9735000000.0,1463988000000.0,109926000000.0,713403000000.0,,30274000000.0,-1090000000.0,,352300000.0,346600000.0,1354062000000.0,301047000000.0,412356000000.0,261036000000.0,,0.03579680876225825,0.0026878635617231836,0.3113379223039797,6.48984771573604,0.0066496446692186,0.011823948870985961,11.169457848424639,,,
2022-03-31,12933000000.0,3939000000.0,4656000000.0,1589441000000.0,115239000000.0,776551000000.0,,-19534000000.0,-717000000.0,,355900000.0,351200000.0,1474202000000.0,316468000000.0,460083000000.0,274164000000.0,,0.03418113659438211,0.002478229767572373,0.30456970540477846,6.7386127960152375,0.0029293317587755696,0.005220960091501362,11.067715650463613,,,
2022-06-30,11864000000.0,2927000000.0,3544000000.0,1601224000000.0,117871000000.0,791670000000.0,,45394000000.0,-617000000.0,,360500000.0,355000000.0,1483353000000.0,308059000000.0,483611000000.0,288606000000.0,,0.024832231846679844,0.0018279765979026044,0.24671274443695212,6.716410312969263,0.002213306820282484,0.0038964708572785615,8.119278779472955,,,
2022-09-30,11975000000.0,3069000000.0,3756000000.0,1555994000000.0,119290000000.0,742635000000.0,,16010000000.0,-687000000.0,,360500000.0,355000000.0,1436704000000.0,291815000000.0,450820000000.0,284251000000.0,,0.02572721938133959,0.001972372644110453,0.2562839248434238,6.225458965546148,0.0024138910561351777,0.004357687733851553,8.513176144244106,,,
2022-12-31,10593000000.0,1326000000.0,6842000000.0,1441799000000.0,117189000000.0,654445000000.0,,-33162000000.0,-204000000.0,,332300000.0,325200000.0,1324610000000.0,308099000000.0,346346000000.0,241825000000.0,,0.011315055167293859,0.0009196843665448513,0.12517700368167659,5.584525851402435,0.004745460358898848,0.008866898037152328,3.990370147457117,,,
2023-03-31,12224000000.0,3234000000.0,5398000000.0,1538349000000.0,117509000000.0,761746000000.0,,9404000000.0,-759000000.0,,351300000.0,346600000.0,1420840000000.0,305397000000.0,456349000000.0,229327000000.0,,0.027521296241138977,0.002102253779863997,0.26456151832460734,6.482448152907437,0.0035089566801811555,0.006139288374817317,9.205807002561913,,,
2023-06-30,10895000000.0,1216000000.0,3121000000.0,1571386000000.0,116493000000.0,779626000000.0,,31901000000.0,-520000000.0,,347200000.0,342300000.0,1454893000000.0,300869000000.0,478757000000.0,270931000000.0,,0.01043839544006936,0.0007738391458241323,0.11161083065626434,6.692470792236444,0.0019861447155568395,0.0034827963696785805,3.5023041474654377,,,
2023-09-30,11817000000.0,2058000000.0,4208000000.0,1577153000000.0,117277000000.0,1187451000000.0,,-25534000000.0,-698000000.0,,343900000.0,338700000.0,1459876000000.0,294033000000.0,893418000000.0,239879000000.0,,0.01754819785635717,0.0013048829124377914,0.17415587712617417,10.12518226080135,0.0026680987830603625,0.003225193296993703,5.984297760977028,,,
2023-12-31,11318000000.0,2008000000.0,3710000000.0,1641594000000.0,116905000000.0,841741000000.0,,-28358000000.0,-246000000.0,,340800000.0,335600000.0,1524689000000.0,241877000000.0,599864000000.0,241577000000.0,,0.017176339763055472,0.0012232013518567928,0.17741650468280615,7.200213848851631,0.0022599985136397918,0.0038700417046542727,5.892018779342723,,,
2024-03-31,14213000000.0,4132000000.0,6734000000.0,1698440000000.0,118546000000.0,862456000000.0,,-28038000000.0,-1105000000.0,,339500000.0,335600000.0,1579894000000.0,312522000000.0,549934000000.0,209385000000.0,,0.034855667842019135,0.002432820706059678,0.29071976359670726,7.275285543164679,0.003964814771201809,0.0068644100623648065,12.170839469808541,,,
2024-06-30,12731000000.0,3043000000.0,5570000000.0,1653313000000.0,119463000000.0,836258000000.0,,6120000000.0,-873000000.0,,335500000.0,329800000.0,1533850000000.0,311401000000.0,524857000000.0,206326000000.0,,0.025472321974167735,0.0018405468293057636,0.23902285759170527,7.000142303474716,0.0033689930460838327,0.005828060699723036,9.070044709388972,,,
2024-09-30,12699000000.0,2990000000.0,5688000000.0,1728080000000.0,121200000000.0,349129000000.0,-38526000000.0,-38060000000.0,997000000.0,621000000.0,330800000.0,324800000.0,1606880000000.0,258324000000.0,90805000000.0,154689000000.0,-466000000.0,0.02466996699669967,0.0017302439701865654,0.2354516103630207,2.880602310231023,0.0032915142817462155,0.012093662096107193,9.03869407496977,6309000000.0,-3.033782187573825,55.338246948803295
2024-12-31,13869000000.0,4111000000.0,7129000000.0,1675972000000.0,121996000000.0,340493000000.0,46180000000.0,46766000000.0,1146000000.0,498000000.0,328400000.0,322400000.0,1553976000000.0,249869000000.0,90624000000.0,182092000000.0,-586000000.0,0.033697826158234696,0.002452904941132668,0.29641646838272406,2.7910177382865013,0.004253651015649426,0.015414420667302357,12.518270401948843,7627000000.0,3.3297281707405,44.643110003933394
2025-03-31,15062000000.0,4738000000.0,,1766181000000.0,124300000000.0,358665000000.0,-37729000000.0,-37230000000.0,909000000.0,506000000.0,324500000.0,320800000.0,1641881000000.0,269653000000.0,89012000000.0,167408000000.0,-499000000.0,0.038117457763475464,0.0026826242610468575,0.3145664586376311,2.885478680611424,,,14.600924499229585,,-2.504913026158545,
2025-06-30,14583000000.0,3723000000.0,,1785009000000.0,124096000000.0,370823000000.0,5196000000.0,5672000000.0,1235000000.0,618000000.0,318300000.0,313700000.0,1660913000000.0,286541000000.0,84282000000.0,152967000000.0,-476000000.0,0.030000966993295512,0.0020857037695608256,0.25529726393746144,2.988194623517277,,,11.696512723845428,,0.3563052869779881,
2025-09-30,15184000000.0,4098000000.0,,1807982000000.0,124402000000.0,374083000000.0,2122000000.0,2680000000.0,1294000000.0,531000000.0,315000000.0,309600000.0,1683580000000.0,285634000000.0,88449000000.0,169577000000.0,-558000000.0,0.03294159257889744,0.002266615486216124,0.26988935721812435,3.0070497258886513,,,13.00952380952381,,0.13975237091675446,
2025-12-31,,,,,,0.0,,,,,312900000.0,307300000.0,,,,,,,,,,,,,,,
