report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,total_liabilities,current_assets,current_liabilities,long_term_debt,short_term_debt,cash,shares_diluted,shares_basic,tax_expense,capex,depreciation,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2024-11-30,21967000000.0,741000000.0,1378000000.0,85481000000.0,26460000000.0,20025000000.0,500000000.0,1318000000.0,17388000000.0,4579000000.0,59021000000.0,17721000000.0,14392000000.0,19433000000.0,592000000.0,5029000000.0,244000000.0,242000000.0,240000000.0,-818000000.0,1063000000.0,0.02800453514739229,0.00866859302067126,0.03373241680702872,0.20844903719215185,0.7568027210884354,1.2313090605892163,1.2313090605892163,0.016120541406862345,0.029643971173496826,3.0368852459016393,2441000000.0,0.022761414849547048,8.203605079885293
2025-02-28,22160000000.0,909000000.0,1471000000.0,85043000000.0,26708000000.0,20141000000.0,1015000000.0,2012000000.0,17429000000.0,4731000000.0,58335000000.0,17214000000.0,13896000000.0,19530000000.0,611000000.0,5135000000.0,242000000.0,242000000.0,272000000.0,-997000000.0,1066000000.0,0.03403474614347761,0.010688710417083122,0.04101985559566787,0.2134927797833935,0.7541186161449753,1.2387737478411054,1.2387737478411054,0.01729713203908611,0.03139874917287455,3.756198347107438,2537000000.0,0.04580324909747292,7.938904217579819
2025-05-31,22220000000.0,1648000000.0,1937000000.0,87627000000.0,28074000000.0,20579000000.0,1046000000.0,2519000000.0,16911000000.0,5309000000.0,59553000000.0,18386000000.0,15411000000.0,19151000000.0,1428000000.0,5502000000.0,239534884.0,238000000.0,575000000.0,-1473000000.0,1057000000.0,0.05870200185224763,0.01880698871352437,0.07416741674167417,0.23892889288928892,0.7330270000712403,1.193043929660632,1.193043929660632,0.022105058943019847,0.039812550099685526,6.879999991984466,2994000000.0,0.047074707470747074,6.873413493653975
2025-08-31,22244000000.0,824000000.0,1298000000.0,88416000000.0,27771000000.0,21174000000.0,1093000000.0,1716000000.0,17550000000.0,4694000000.0,60645000000.0,19344000000.0,15524000000.0,20291000000.0,883000000.0,6166000000.0,238150289.0,238000000.0,310000000.0,-623000000.0,1092000000.0,0.029671239782506933,0.009319580166485705,0.03704369717676677,0.21102319726667865,0.7624500378092255,1.2460706003607318,1.2460706003607318,0.014680600796235975,0.026519562774542853,3.4600000002519415,2390000000.0,0.04913684589102679,8.859414225941423
2025-11-30,23469000000.0,956000000.0,1621000000.0,89181000000.0,28140000000.0,21195000000.0,1194000000.0,1951000000.0,18337000000.0,5132000000.0,61041000000.0,20653000000.0,16214000000.0,20294000000.0,901000000.0,6570000000.0,236000000.0,235000000.0,333000000.0,-757000000.0,1068000000.0,0.03397299218194741,0.010719772148776084,0.04073458604968256,0.21867143891942561,0.7531982942430704,1.2737757493524116,1.2737757493524116,0.01817651741962974,0.03285699807438938,4.0508474576271185,2689000000.0,0.050875623162469644,7.8821123094087024
