report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,35021000000.0,10752000000.0,12975000000.0,285449000000.0,114501000000.0,66610000000.0,,17504000000.0,,24046000000.0,-2091000000.0,,7675000000.0,7602000000.0,170505000000.0,58707000000.0,170948000000.0,62862000000.0,3748000000.0,137626000000.0,,0.0939031100165064,0.03766697378515952,0.30701579052568456,0.6866166014676908,0.5817416441777801,2.904338494557719,2.904338494557719,0.045454704693307736,0.07164114824610322,1.4009120521172638,,,
2020-06-30,38033000000.0,11202000000.0,13407000000.0,301311000000.0,118304000000.0,65457000000.0,,15256000000.0,,25694000000.0,-2220000000.0,,7656000000.0,7583000000.0,181915000000.0,72310000000.0,183007000000.0,59578000000.0,5879000000.0,136527000000.0,,0.09468826075196105,0.0371775341756524,0.294533694423264,0.675571214471643,0.5532949012713011,2.5157654542940118,2.5157654542940118,0.04449555442715334,0.07295889769864117,1.463166144200627,,,
2020-09-30,37154000000.0,13893000000.0,15876000000.0,301001000000.0,123392000000.0,63552000000.0,,19335000000.0,,26152000000.0,-2231000000.0,,7637000000.0,7566000000.0,177077000000.0,70056000000.0,177609000000.0,57055000000.0,6497000000.0,137977000000.0,,0.11259238848547717,0.0461559928372331,0.37393012865371156,0.7038811433493029,0.5150414937759336,2.527649309124129,2.527649309124129,0.05274401081723981,0.08492382745635056,1.8191698310855047,,,
2020-12-31,43076000000.0,15463000000.0,17897000000.0,304137000000.0,130236000000.0,62085000000.0,,12516000000.0,,28882000000.0,-2874000000.0,,7616000000.0,7555000000.0,173973000000.0,67486000000.0,173901000000.0,55136000000.0,6949000000.0,131968000000.0,,0.11873061211953684,0.05084221913150981,0.3589701922184047,0.6704893676293063,0.4767115083387082,2.5779124559167825,2.5779124559167825,0.058845191476209736,0.09305796038914108,2.030330882352941,,,
2021-03-31,41706000000.0,15457000000.0,17048000000.0,308879000000.0,134505000000.0,60223000000.0,,22179000000.0,,28661000000.0,-1779000000.0,,7597000000.0,7539000000.0,165614000000.0,72193000000.0,174374000000.0,50007000000.0,10216000000.0,125407000000.0,,0.11491766105349244,0.050042249554032484,0.3706181364791637,0.6872152687862658,0.44773800230474703,2.29404512902913,2.29404512902913,0.05519313388090482,0.08754775892527011,2.0346189285244174,,,
2021-06-30,46152000000.0,16458000000.0,19095000000.0,333779000000.0,141988000000.0,58146000000.0,,20956000000.0,,32161000000.0,-2947000000.0,,7617000000.0,7554000000.0,184406000000.0,88657000000.0,191791000000.0,50074000000.0,8072000000.0,130334000000.0,,0.11591120376369834,0.04930807510358651,0.35660426417056684,0.6968495406482926,0.4095134800123954,2.0799936835218875,2.0799936835218875,0.05720851221916298,0.09541107458003138,2.1606931862938166,,,
2021-09-30,45317000000.0,20505000000.0,20238000000.0,335418000000.0,151978000000.0,53288000000.0,,24540000000.0,,31671000000.0,-19000000.0,,7555000000.0,7505000000.0,174326000000.0,80528000000.0,183440000000.0,50039000000.0,3249000000.0,130615000000.0,,0.1349208438063404,0.06113267624277767,0.45247920206545006,0.6988768012004325,0.35062969640342684,2.1647874031392806,2.1647874031392806,0.060336654562366955,0.09859401946742276,2.71409662475182,,,
2021-12-31,51728000000.0,18765000000.0,22247000000.0,340389000000.0,160010000000.0,53258000000.0,,14480000000.0,,34768000000.0,-3750000000.0,,7555000000.0,7505000000.0,174188000000.0,77510000000.0,180379000000.0,48260000000.0,4998000000.0,125369000000.0,,0.11727392037997625,0.055128103434599826,0.36276291370244357,0.6721311475409836,0.3328416973939129,2.2472971229518772,2.2472971229518772,0.06535757618489434,0.10431475889491157,2.483785572468564,,,
2022-03-31,49360000000.0,16728000000.0,20364000000.0,344607000000.0,162924000000.0,49926000000.0,,25386000000.0,,33745000000.0,-3462000000.0,,7555000000.0,7505000000.0,153922000000.0,77439000000.0,181683000000.0,48177000000.0,1749000000.0,104693000000.0,,0.10267363924283715,0.04854225247891076,0.33889789303079415,0.6836507293354943,0.3064373572954261,1.987654799261354,1.987654799261354,0.05909340204929093,0.09567300916138126,2.214162806088683,,,
2022-06-30,51865000000.0,16740000000.0,20534000000.0,364840000000.0,166542000000.0,49781000000.0,,24629000000.0,,35436000000.0,-3747000000.0,,7540000000.0,7496000000.0,169684000000.0,95082000000.0,198298000000.0,47032000000.0,2749000000.0,104757000000.0,,0.10051518535864827,0.045883126850126084,0.3227610141714065,0.6832353224718017,0.2989095843691081,1.7846069708251824,1.7846069708251824,0.056282205898476045,0.09492286996759475,2.220159151193634,,,
2022-09-30,50122000000.0,17556000000.0,21518000000.0,359784000000.0,173566000000.0,48622000000.0,,23198000000.0,,34670000000.0,-4016000000.0,,7485000000.0,7457000000.0,160812000000.0,87389000000.0,186218000000.0,45374000000.0,3248000000.0,107262000000.0,,0.10114884251523916,0.048795944233206594,0.3502653525398029,0.691712222177886,0.2801355104110252,1.8401858357459178,1.8401858357459178,0.059808107086474105,0.09684591427079771,2.345490981963928,,,
2022-12-31,52747000000.0,16425000000.0,20399000000.0,364552000000.0,183136000000.0,48116000000.0,,11173000000.0,,35259000000.0,-3914000000.0,,7473000000.0,7451000000.0,157823000000.0,81718000000.0,181416000000.0,44119000000.0,3997000000.0,99508000000.0,,0.08968744539577145,0.04505530075270469,0.3113921170872277,0.6684550780139155,0.26273370609820024,1.9313125627156809,1.9313125627156809,0.05595635190590094,0.0882111289848304,2.197912484945805,,,
2023-03-31,52857000000.0,18299000000.0,22352000000.0,380088000000.0,194683000000.0,48210000000.0,,24441000000.0,,36729000000.0,-4374000000.0,,7464000000.0,7441000000.0,163889000000.0,85691000000.0,185405000000.0,41965000000.0,6245000000.0,104427000000.0,,0.09399382586050144,0.04814411399465387,0.3461982329681972,0.6948748510131109,0.24763333213480376,1.9125579115659754,1.9125579115659754,0.058807434067900066,0.09202405997702692,2.4516345123258305,,,
2023-06-30,56189000000.0,20081000000.0,24254000000.0,411976000000.0,206223000000.0,47237000000.0,,28770000000.0,,39394000000.0,-4646000000.0,,7466000000.0,7435000000.0,184257000000.0,104149000000.0,205753000000.0,41990000000.0,5247000000.0,111262000000.0,,0.09737517153760734,0.04874313066780589,0.357383117692075,0.701098079695314,0.2290578645446919,1.76916725076573,1.76916725076573,0.05887236149678622,0.0956916278702754,2.6896597910527724,,,
2023-09-30,56517000000.0,22291000000.0,26895000000.0,445785000000.0,220714000000.0,71502000000.0,,30583000000.0,,40215000000.0,-4993000000.0,,7462000000.0,7429000000.0,207586000000.0,124792000000.0,225071000000.0,41946000000.0,29556000000.0,143951000000.0,,0.10099495274427539,0.05000392565923035,0.39441230072367606,0.7115558150644938,0.3239577009161177,1.663455990768639,1.663455990768639,0.06033177428581042,0.09203808141922414,2.9872688287322435,,,
2023-12-31,62020000000.0,21870000000.0,27032000000.0,470558000000.0,238268000000.0,74219000000.0,,18853000000.0,,42397000000.0,-4656000000.0,,7468000000.0,7432000000.0,147393000000.0,121016000000.0,232290000000.0,44928000000.0,29291000000.0,81017000000.0,,0.09178739906323971,0.04647673613029637,0.3526281844566269,0.6836020638503708,0.3114937801131499,1.2179629139948436,1.2179629139948436,0.057446690949893534,0.08650599864954382,2.9284949116229244,,,
2024-03-31,61858000000.0,21939000000.0,27581000000.0,484275000000.0,253152000000.0,65442000000.0,,31917000000.0,,43353000000.0,-4788000000.0,,7472000000.0,7431000000.0,147180000000.0,118525000000.0,231123000000.0,42658000000.0,22784000000.0,80021000000.0,,0.08666334850208571,0.04530277218522534,0.3546671408710272,0.7008471014258463,0.2585087220326128,1.2417633410672855,1.2417633410672855,0.056953177430179136,0.0865709963150593,2.936161670235546,,,
2024-06-30,64727000000.0,22036000000.0,27925000000.0,512163000000.0,268477000000.0,51630000000.0,,37195000000.0,,45043000000.0,-5214000000.0,,7474000000.0,7432000000.0,159734000000.0,125286000000.0,243686000000.0,42688000000.0,8942000000.0,75543000000.0,,0.08207779437344725,0.04302536497169846,0.34044525468506187,0.6958919770729372,0.19230697601656752,1.2749549031815206,1.2749549031815206,0.054523657507473205,0.08723645531025563,2.9483542948889485,,,
2024-09-30,65585000000.0,24667000000.0,30552000000.0,523013000000.0,287723000000.0,45117000000.0,,34180000000.0,,45486000000.0,-5602000000.0,,7470000000.0,7433000000.0,149926000000.0,115200000000.0,235290000000.0,42868000000.0,2249000000.0,78428000000.0,,0.08573176284134393,0.047163263628246334,0.37610734161774795,0.6935427308073493,0.15680706790906532,1.3014409722222222,1.3014409722222222,0.05841537399643986,0.09179185194087248,3.3021419009370816,,,
2024-12-31,69632000000.0,24108000000.0,31653000000.0,533898000000.0,302695000000.0,44970000000.0,6487000000.0,22291000000.0,21799000000.0,47833000000.0,5257000000.0,5667000000.0,7468000000.0,7435000000.0,147080000000.0,108882000000.0,231203000000.0,39722000000.0,5248000000.0,71551000000.0,-15804000000.0,0.07964452666875899,0.04515469246934808,0.34622012867647056,0.6869399126838235,0.14856538760138094,1.3508201539281057,1.3508201539281057,0.0592866053066316,0.0910445400025887,3.228173540439207,37320000000.0,0.09316119025735294,1.204983922829582
2025-03-31,70066000000.0,25824000000.0,32000000000.0,562624000000.0,321891000000.0,42881000000.0,20299000000.0,37044000000.0,21919000000.0,48147000000.0,5553000000.0,8740000000.0,7461000000.0,7434000000.0,156644000000.0,114206000000.0,240733000000.0,39882000000.0,2999000000.0,79612000000.0,-16745000000.0,0.08022591498364354,0.045899215106358776,0.3685667798932435,0.6871663859789342,0.133215902277479,1.3715916852004273,1.3715916852004273,0.05687635081333182,0.08772603160330289,3.4611982308001608,40740000000.0,0.2897125567322239,1.0525527736867943
2025-06-30,76441000000.0,27233000000.0,34323000000.0,619003000000.0,343479000000.0,43151000000.0,25568000000.0,42647000000.0,24014000000.0,52427000000.0,5383000000.0,11203000000.0,7461000000.0,7432000000.0,191131000000.0,141218000000.0,275524000000.0,40152000000.0,2999000000.0,94555000000.0,-17079000000.0,0.07928577875212167,0.043994940250693455,0.3562616920239139,0.6858492170432098,0.12562922332951942,1.3534464445042416,1.3534464445042416,0.05544884273581873,0.0887747976101182,3.650046910601796,45526000000.0,0.3344801873340223,0.947832008083293
2025-09-30,77673000000.0,27747000000.0,37961000000.0,636351000000.0,363076000000.0,43208000000.0,25663000000.0,45057000000.0,24043000000.0,53630000000.0,6554000000.0,13061000000.0,7466000000.0,7433000000.0,189066000000.0,134996000000.0,273275000000.0,35376000000.0,7832000000.0,102005000000.0,-19394000000.0,0.07642201632716016,0.04360329440827468,0.35722838051832684,0.6904587179586213,0.11900538730183212,1.4005303860855136,1.4005303860855136,0.059654184561664866,0.09343464177767276,3.7164478971336727,51022000000.0,0.33039795038172853,0.846850378268198
2025-12-31,81273000000.0,38458000000.0,38275000000.0,665302000000.0,390875000000.0,40262000000.0,5882000000.0,35758000000.0,25978000000.0,55295000000.0,9788000000.0,9198000000.0,7460000000.0,7431000000.0,180190000000.0,130005000000.0,274427000000.0,35425000000.0,4837000000.0,89456000000.0,-29876000000.0,0.09838951071314359,0.05780532750540356,0.473195280105324,0.6803612515841669,0.10300479692996482,1.3860236144763662,1.3860236144763662,0.05753026445133188,0.08877688530559892,5.155227882037534,47473000000.0,0.07237335892608862,0.8481031323067849
