report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,12057000000.0,3219000000.0,3981000000.0,84913000000.0,26300000000.0,27998000000.0,,707000000.0,,8745000000.0,-619000000.0,,2669256000.0,2654584000.0,26174000000.0,23483000000.0,58613000000.0,21637000000.0,6361000000.0,7432000000.0,,0.12239543726235741,0.037909389610542556,0.266981836277681,0.7253048021895994,1.0645627376425855,1.1145935357492653,1.1145935357492653,0.04688328053419382,0.07331761759180817,1.205954018647893,,,
2020-06-30,9353000000.0,3002000000.0,2436000000.0,90615000000.0,27744000000.0,30874000000.0,,1918000000.0,,6606000000.0,-396000000.0,,2657728000.0,2648296000.0,29343000000.0,22178000000.0,62871000000.0,26156000000.0,4718000000.0,11103000000.0,,0.10820357554786621,0.03312917287424819,0.3209665348016679,0.7062974446701593,1.1128171856978086,1.323067905131211,1.323067905131211,0.026882966396292004,0.041557200859804154,1.129536205360368,,,
2020-09-30,10929000000.0,2941000000.0,2507000000.0,89800000000.0,29270000000.0,28741000000.0,,1582000000.0,,7916000000.0,-380000000.0,,2659824000.0,2650392000.0,26577000000.0,20405000000.0,60530000000.0,26321000000.0,2420000000.0,7356000000.0,,0.10047830543218313,0.03275055679287305,0.2691005581480465,0.7243114649098729,0.9819268875982234,1.302474883606959,1.302474883606959,0.02791759465478842,0.043215941804140595,1.105712257653138,,,
2020-12-31,10948000000.0,-2094000000.0,-2488000000.0,91588000000.0,25404000000.0,31791000000.0,,3410000000.0,,5919000000.0,-69000000.0,,2665064000.0,2652488000.0,27764000000.0,27327000000.0,66184000000.0,25360000000.0,6431000000.0,8050000000.0,,-0.0824279641001417,-0.022863257195265756,-0.19126781147241506,0.5406466934599927,1.2514170996693434,1.0159915102279797,1.0159915102279797,-0.027165130803161987,-0.04350030597080164,-0.7857222190536512,,,
2021-03-31,10627000000.0,3179000000.0,2829000000.0,90847000000.0,27039000000.0,31253000000.0,,1240000000.0,,7428000000.0,-238000000.0,,2662968000.0,2652488000.0,26909000000.0,26361000000.0,63808000000.0,24002000000.0,7251000000.0,6981000000.0,,0.1175709160841747,0.034992900150802995,0.2991436905994166,0.6989743107179825,1.1558489589112024,1.0207882857251243,1.0207882857251243,0.031140268803592854,0.04853153091333288,1.1937807739334456,,,
2021-06-30,11402000000.0,1545000000.0,1696000000.0,90688000000.0,33388000000.0,26521000000.0,,1990000000.0,,8298000000.0,-503000000.0,,2418032000.0,2410512000.0,28665000000.0,21906000000.0,57300000000.0,24033000000.0,2488000000.0,8575000000.0,,0.04627411045884749,0.017036432604093155,0.13550254341343623,0.7277670584108051,0.7943273032227147,1.308545603944125,1.308545603944125,0.0187014820042343,0.02830960289772822,0.6389493604716563,,,
2021-09-30,13154000000.0,4567000000.0,4923000000.0,93494000000.0,35863000000.0,26441000000.0,,4797000000.0,,9704000000.0,-695000000.0,,2536000000.0,2530000000.0,31058000000.0,23728000000.0,57631000000.0,22907000000.0,3534000000.0,10016000000.0,,0.1273457323704096,0.04884805442060453,0.34719476965181695,0.7377223658202828,0.7372779745141231,1.3089177343223197,1.3089177343223197,0.052655785397993454,0.0790157935285054,1.8008675078864353,,,
2021-12-31,13521000000.0,3758000000.0,3749000000.0,105694000000.0,38257000000.0,33102000000.0,,5095000000.0,,9647000000.0,-85000000.0,,2503000000.0,2527000000.0,30266000000.0,23872000000.0,67437000000.0,30690000000.0,2412000000.0,8096000000.0,,0.09823038920981782,0.03555547145533332,0.2779380223356261,0.7134827305672657,0.8652534176751967,1.2678451742627346,1.2678451742627346,0.03547031998032055,0.05253717120475343,1.5013983220135838,,,
2022-03-31,15901000000.0,4310000000.0,5622000000.0,106668000000.0,40953000000.0,31794000000.0,,4761000000.0,,10521000000.0,-554000000.0,,2537000000.0,2528000000.0,31184000000.0,22316000000.0,65715000000.0,30586000000.0,1208000000.0,8928000000.0,,0.105242595170073,0.040405744928188395,0.27105213508584364,0.6616564995912206,0.7763533807047103,1.397383043556193,1.397383043556193,0.05270559118011025,0.07728153738298486,1.6988569176192354,,,
2022-06-30,14593000000.0,3944000000.0,5067000000.0,107095000000.0,43318000000.0,31663000000.0,,4302000000.0,,10377000000.0,-538000000.0,,2540000000.0,2531000000.0,32116000000.0,23168000000.0,63777000000.0,28684000000.0,2979000000.0,10128000000.0,,0.09104760145897779,0.036827116111863296,0.2702665661618584,0.7110943603097375,0.7309432568447297,1.3862223756906078,1.3862223756906078,0.047313133199495774,0.06757711953694936,1.552755905511811,,,
2022-09-30,14959000000.0,3248000000.0,4106000000.0,107081000000.0,44524000000.0,30418000000.0,,5602000000.0,,11025000000.0,-330000000.0,,2542000000.0,2533000000.0,33561000000.0,22998000000.0,62557000000.0,28482000000.0,1936000000.0,11248000000.0,,0.07294942053723834,0.030332178444355207,0.2171268132896584,0.7370145063172672,0.6831821040337795,1.4593008087659796,1.4593008087659796,0.03834480440040717,0.054789036855168,1.2777340676632574,,,
2022-12-31,13830000000.0,3017000000.0,3487000000.0,109160000000.0,46058000000.0,30691000000.0,,5903000000.0,,9949000000.0,-495000000.0,,2549000000.0,2536000000.0,35722000000.0,24239000000.0,63102000000.0,28745000000.0,1946000000.0,13192000000.0,,0.06550436406270355,0.0276383290582631,0.21814895155459146,0.7193781634128705,0.666355464848669,1.473740665869054,1.473740665869054,0.03194393550751191,0.04543381672725377,1.1836014123185563,,,
2023-03-31,14487000000.0,2821000000.0,3806000000.0,107796000000.0,46905000000.0,30746000000.0,,1339000000.0,,10561000000.0,-825000000.0,,2551000000.0,2538000000.0,33402000000.0,23131000000.0,60891000000.0,28074000000.0,2672000000.0,10387000000.0,,0.06014284191450805,0.02616980221900627,0.19472630634361843,0.7289984123697107,0.6554951497708134,1.4440361419739742,1.4440361419739742,0.03530743255779435,0.04901417882577172,1.1058408467267737,,,
2023-06-30,15035000000.0,-5975000000.0,-5012000000.0,104469000000.0,38742000000.0,36911000000.0,,3704000000.0,,11011000000.0,-637000000.0,,2539000000.0,2539000000.0,29977000000.0,23394000000.0,65727000000.0,34072000000.0,2839000000.0,6378000000.0,,-0.15422538846729647,-0.05719400013401105,-0.39740605254406386,0.7323578317259727,0.9527386299106912,1.2813969393861675,1.2813969393861675,-0.047975954589399725,-0.06624985129472724,-2.3532886963371404,,,
2023-09-30,15962000000.0,4745000000.0,5872000000.0,106727000000.0,41300000000.0,34859000000.0,,7717000000.0,,11698000000.0,-870000000.0,,2546000000.0,2537521169.0,31954000000.0,23094000000.0,65427000000.0,33972000000.0,887000000.0,8773000000.0,,0.1148910411622276,0.0444592277493043,0.29726851271770455,0.7328655556947751,0.844043583535109,1.383649432753096,1.383649432753096,0.055018879946030524,0.07710185270289789,1.863707776904949,,,
2023-12-31,14630000000.0,-1226000000.0,-1713000000.0,106675000000.0,37635000000.0,35055000000.0,,2560000000.0,,10718000000.0,820000000.0,,2552000000.0,2533478831.0,32168000000.0,25694000000.0,69040000000.0,33683000000.0,1372000000.0,7093000000.0,,-0.0325760595190647,-0.011492852120928052,-0.08380041011619958,0.7326042378673958,0.9314467915504185,1.251965439402195,1.251965439402195,-0.016058120459339114,-0.023565827486586876,-0.48040752351097177,,,
2024-03-31,15775000000.0,4762000000.0,5760000000.0,105849000000.0,40424000000.0,34219000000.0,,3090000000.0,,12235000000.0,-903000000.0,,2544000000.0,2533000000.0,31445000000.0,25099000000.0,65425000000.0,31142000000.0,3077000000.0,5619000000.0,,0.11780130615475955,0.04498861585843985,0.3018700475435816,0.775594294770206,0.8465020779734811,1.2528387585162755,1.2528387585162755,0.054417141399540854,0.07716731642618865,1.8718553459119496,,,
2024-06-30,16112000000.0,5455000000.0,6128000000.0,112630000000.0,43648000000.0,37788000000.0,,5637000000.0,,12367000000.0,-545000000.0,,2544000000.0,2534000000.0,38205000000.0,26060000000.0,68982000000.0,34717000000.0,3071000000.0,11354000000.0,,0.12497708944281524,0.04843292195684986,0.33856752730883816,0.76756454816286,0.8657441348973607,1.466039907904835,1.466039907904835,0.05440823936784161,0.0752492755046908,2.1442610062893084,,,
2024-09-30,16657000000.0,3157000000.0,3984000000.0,117532000000.0,44560000000.0,38131000000.0,8508000000.0,9291000000.0,4080000000.0,12577000000.0,929000000.0,1186000000.0,2541000000.0,2534000000.0,40361000000.0,29586000000.0,72972000000.0,34982000000.0,3149000000.0,14593000000.0,-783000000.0,0.07084829443447038,0.026860769832896574,0.18952992735786756,0.7550579336014889,0.8557226211849193,1.3641925234908403,1.3641925234908403,0.03389715141408298,0.04817936655742463,1.2424242424242424,5170000000.0,0.5107762502251306,7.375435203094778
2024-12-31,15624000000.0,3743000000.0,4348000000.0,117106000000.0,46372000000.0,37111000000.0,2513000000.0,3450000000.0,3828000000.0,11796000000.0,426000000.0,1197000000.0,2537000000.0,2527637335.0,38782000000.0,28420000000.0,70734000000.0,34462000000.0,2649000000.0,13689000000.0,-937000000.0,0.08071681186923144,0.03196249551688214,0.2395673323092678,0.7549923195084486,0.800288967480376,1.3646023926812103,1.3646023926812103,0.03712875514491145,0.05208245990201598,1.47536460386283,5545000000.0,0.16084229390681004,6.692696122633003
2025-03-31,15529000000.0,5079000000.0,5937000000.0,115122000000.0,48400000000.0,34844000000.0,1172000000.0,2500000000.0,3419000000.0,12110000000.0,818000000.0,1099000000.0,2531000000.0,2516081628.0,35503000000.0,25174000000.0,66722000000.0,33484000000.0,1360000000.0,9228000000.0,-1328000000.0,0.10493801652892562,0.04411841350914682,0.3270654903728508,0.7798312834052418,0.7199173553719008,1.4103042821959164,1.4103042821959164,0.051571376452806586,0.07132045552832636,2.0067167127617545,7036000000.0,0.07547169811320754,4.952245594087549
2025-06-30,15806000000.0,4427000000.0,5552000000.0,117523000000.0,49060000000.0,35402000000.0,2529000000.0,3293000000.0,3557000000.0,12249000000.0,571000000.0,1119000000.0,2513000000.0,2503140328.0,37065000000.0,26037000000.0,68463000000.0,33968000000.0,1434000000.0,8622000000.0,-764000000.0,0.0902364451691806,0.03766922219480442,0.2800835125901556,0.7749588763760598,0.7216061964940889,1.423551100357184,1.423551100357184,0.0472418164954945,0.06573370273022187,1.7616394747313968,6671000000.0,0.16000253068455017,5.306850547144356
