report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,tax_expense,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps
2020-03-31,1062097000.0,278835000,364988000.0,4881497000,3870946000.0,0.0,191132000.0,637196000.0,,-87025000.0,1081036000.0,1072122000.0,2048722000.0,701541000.0,1010551000.0,,935349000.0,0.072032779584112,0.05712079716529581,0.2625325182163211,0.5999414366107804,0.0,2.920316845344748,2.920316845344748,0.07476968643020779,0.09428909625709064,0.25793313081155483
2020-06-30,1093896000.0,311369000,407264000.0,5193813000,4221540000.0,0.0,249326000.0,659469000.0,,-94099000.0,1062382000.0,1053822000.0,2371450000.0,674865000.0,972273000.0,,1172079000.0,0.07375720708556593,0.05994998279683924,0.28464223289965407,0.6028626121678843,0.0,3.5139620516695933,3.5139620516695933,0.07841329674364479,0.09647285113963151,0.2930857262265362
2020-09-30,1246362000.0,347654000,458601000.0,5697683000,4629321000.0,0.0,508778000.0,736531000.0,-4568000.0,-106379000.0,1066526000.0,1055274000.0,2825847000.0,773763000.0,1068362000.0,,1674056000.0,0.07509827035109469,0.0610167325911252,0.27893501246026436,0.5909446854124243,0.0,3.6520833898751945,3.6520833898751945,0.0804890338757,0.09906442003049691,0.3259686121107221
2020-12-31,1196283000.0,471736000,402301000.0,6202716000,5160860000.0,0.0,414927000.0,690685000.0,5491000.0,70940000.0,1068512000.0,1055894000.0,3140955000.0,749988000.0,1041856000.0,,2061767000.0,0.09140647101452083,0.0760531354329297,0.3943347853308958,0.5773592034660695,0.0,4.1880070081121294,4.1880070081121294,0.0648588457056554,0.0779523180245153,0.4414887245066036
2021-03-31,1243816000.0,315194000,414146000.0,6534366000,5459437000.0,0.0,175473000.0,714935000.0,-759000.0,-98193000.0,1069964000.0,1056390000.0,3433872000.0,788861000.0,1074929000.0,,2158987000.0,0.05773379196426298,0.04823635529445397,0.25340886433363136,0.5747916090482836,0.0,4.352949378914663,4.352949378914663,0.06337967600835337,0.07585873781490655,0.2945837430044375
2021-06-30,1461934000.0,403762000,525975000.0,7071543000,5905498000.0,0.0,411113000.0,836838000.0,,-123085000.0,1071530000.0,1057324000.0,3950675000.0,887527000.0,1166045000.0,,2553191000.0,0.06837052522920167,0.057096732636710265,0.27618346655868187,0.5724184539110521,0.0,4.4513293680079595,4.4513293680079595,0.07437909944123934,0.08906530829406767,0.3768088620943884
2021-09-30,1410557000.0,337205000,444464000.0,7449408000,6244997000.0,0.0,341396000.0,789158000.0,,-104969000.0,1071830000.0,1057994000.0,4383673000.0,932240000.0,1204411000.0,,2936737000.0,0.05399602273627994,0.04526601308452967,0.23905804586415152,0.559465516104631,0.0,4.702300909637003,4.702300909637003,0.059664338427966354,0.07117121113108621,0.3146067939878526
2021-12-31,1425044000.0,321314000,412880000.0,7804784000,6566951000.0,0.0,227759000.0,767580000.0,,-97697000.0,1073996000.0,1060268000.0,4682110000.0,965076000.0,1237833000.0,,3076189000.0,0.0489289473912627,0.04116885233467063,0.22547654668908468,0.5386360000112277,0.0,4.851545370520042,4.851545370520042,0.052900887455693844,0.06287240456035076,0.29917616080506815
2022-03-31,1518574000.0,294203000,399489000.0,8187459000,6866672000.0,0.0,-351000.0,776667000.0,,-97986000.0,1071494000.0,1058386000.0,4743666000.0,1044361000.0,1320787000.0,,2732434000.0,0.042845063809659176,0.0359333707808491,0.1937363605593142,0.5114449476943501,0.0,4.542170762791793,4.542170762791793,0.04879279395475446,0.05817796452196931,0.274572699427155
2022-06-30,1655260000.0,273360000,372951000.0,8175012000,6809178000.0,0.0,131014000.0,779861000.0,,-92810000.0,1069622000.0,1057234000.0,4696620000.0,1093608000.0,1365834000.0,,2469831000.0,0.04014581495740015,0.03343848302607996,0.16514626101035487,0.4711410896173411,0.0,4.29461013452718,4.29461013452718,0.045620850464806656,0.054771809460701426,0.255566919902545
