report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,cogs,gross_profit,interest_expense,tax_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,capex,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2020-03-31,3702432000.0,367253000.0,522279000.0,20365280000.0,6307427000.0,9133113000.0,,464891000.0,,935739000.0,-80765000.0,-86788000.0,,129746547.0,128289720.0,5481426000.0,3673609000.0,14057853000.0,8097922000.0,1035191000.0,790153000.0,,0.0582254856060958,0.018033289991593534,0.09919236869171398,0.2527363095392434,1.4479934527977891,1.4921092582253581,1.4921092582253581,0.025645559501268827,0.03382517709872841,2.8305416097123572,,,
2020-06-30,3160603000.0,291345000.0,444718000.0,19887753000.0,6241770000.0,8461785000.0,,780090000.0,,797511000.0,-74549000.0,-73471000.0,,128848132.0,128523335.0,5034768000.0,3148373000.0,13645983000.0,7652256000.0,809529000.0,756319000.0,,0.04667666383093257,0.014649467941400922,0.09218019472866412,0.2523287486596703,1.3556707472399656,1.599165029048337,1.599165029048337,0.02236140000330857,0.03024561067034469,2.261150359556629,,,
2020-09-30,3230540000.0,319803000.0,474240000.0,19785917000.0,6544249000.0,7942173000.0,,737374000.0,,844091000.0,-65958000.0,-93063000.0,,130294223.0,128707745.0,4869484000.0,3328223000.0,13241668000.0,7057723000.0,884450000.0,775857000.0,,0.048867792163776166,0.016163162920374122,0.09899366669349396,0.2612848006834771,1.2136110652268886,1.4630882606123448,1.4630882606123448,0.023968563094649592,0.03273686214580798,2.454467992798115,,,
2020-12-31,3411905000.0,448351000.0,537168000.0,19827429000.0,7122304000.0,7213218000.0,,616614000.0,,893740000.0,-62990000.0,-129350000.0,,131075655.0,129013781.0,4799679000.0,3207083000.0,12705125000.0,6602309000.0,610909000.0,608048000.0,,0.06295027564114085,0.02261266450632606,0.13140782055772363,0.26194750440003456,1.0127646896285247,1.496587085522888,1.496587085522888,0.027092166109887468,0.03747111545711415,3.420551283913096,,,
2021-03-31,3746326000.0,473153000.0,646710000.0,19841546000.0,7407929000.0,6758296000.0,,527417000.0,,1033541000.0,-60830000.0,-126101000.0,,131377933.0,129085563.0,5049053000.0,3036647000.0,12433617000.0,6571908000.0,186388000.0,529870000.0,,0.06387115751244377,0.023846579293770757,0.1262978715680376,0.27588122336390375,0.9123057199927267,1.6627065971118804,1.6627065971118804,0.032593730347423536,0.04565154090098103,3.6014647908945254,,,
2021-06-30,3958869000.0,504793000.0,701593000.0,20341200000.0,8413670000.0,6584877000.0,,693596000.0,,1971746000.0,-60258000.0,-151582000.0,,130590101.0,129192427.0,5616750000.0,3096503000.0,11927530000.0,6582053000.0,2824000.0,772233000.0,,0.05999676716581468,0.024816284191689773,0.12750939725461993,0.498057904921835,0.7826402746958224,1.8139010361042764,1.8139010361042764,0.0344912296226378,0.0467773978372705,3.8654767561593357,,,
2021-09-30,3762809000.0,451157000.0,631678000.0,20236871000.0,8505845000.0,6566250000.0,,424359000.0,,1258427000.0,-59350000.0,-120282000.0,,130827971.0,128726721.0,5631274000.0,3283243000.0,11731026000.0,6263941000.0,302309000.0,518742000.0,,0.05304082075325849,0.022293812121449014,0.11989899035534357,0.33443818168820155,0.7719691576792194,1.7151560210438277,1.7151560210438277,0.031214212908705106,0.041910431164347096,3.4484750971181843,,,
2021-12-31,3824580000.0,387600000.0,671127000.0,22395475000.0,8768280000.0,8452178000.0,,581110000.0,,1256985000.0,-61360000.0,-102595000.0,,130827971.0,128726721.0,7907649000.0,5257491000.0,13627195000.0,6250525000.0,2201653000.0,489992000.0,,0.04420479273015916,0.01730706761075619,0.10134446135261911,0.32865961752663037,0.9639493720547245,1.504072760181615,1.504072760181615,0.029967080403519013,0.03897265682480686,2.9626691986226708,,,
2022-03-31,4086387000.0,348017000.0,736482000.0,22545320000.0,8972859000.0,8153514000.0,,542969000.0,,1376980000.0,-63272000.0,-85901000.0,,130581665.0,128493725.0,8229694000.0,5406664000.0,13572461000.0,6229654000.0,1923860000.0,506272000.0,,0.03878551975462893,0.015436330023259816,0.08516496357295576,0.3369675950907244,0.9086862949701985,1.5221389751610235,1.5221389751610235,0.03266673526922661,0.04300280041781176,2.6651291358553286,,,
2022-06-30,4187832000.0,128831000.0,767951000.0,25943943000.0,8859920000.0,11480135000.0,,893292000.0,,1418907000.0,-71270000.0,10738000.0,,131100305.0,130052349.0,12046644000.0,5859318000.0,17084023000.0,9755825000.0,1724310000.0,563661000.0,,0.014540876215586597,0.00496574479831381,0.030763172925752515,0.3388166000928404,1.2957379976342902,2.055980576579049,2.055980576579049,0.029600396516443164,0.03775560095584796,0.9826903148699768,,,
